Address,code,value
20011395420,32113,150000
20011395420,32123,280000
20001385412,31254,250000
20001385423,32121,450000
20011395415,32133,250000
20011395411,31233,500000
20005389018,32111,350000
20010394223,32132,680000
20012396620,31216,1000000
20012396620,31222,200000
20012396620,31235,3000000
20012396620,31253,2500000
20012396620,31314,150000
20012396620,32111,650000
20012396620,32131,1000000
20006390209,31251,200000
20007392620,31235,480000
20007392616,31242,90000
20007392611,31238,380000
20007392611,31312,240000
20013397814,31235,400000
20010394217,32131,220000
20010394208,32112,500000
20010394208,32121,500000
20010394208,32131,800000
20007391420,32121,480000
20007391415,31212,500000
20007391415,32123,100000
20007391423,31219,450000
20007391823,31216,440000
20007391823,31235,500000
20007391823,32123,100000
20007391814,32123,100000
20007391817,31321,50000
20007391817,32212,100000
20007391808,31222,160000
20007391808,31238,280000
20003387008,32111,450000
20003387008,32121,400000
20003387008,32123,300000
20012395823,31271,500000
20012395811,31271,600000
20012395811,32123,150000
20001384223,31251,300000
20001384223,32121,750000
20001384208,32123,140000
20001384215,31271,450000
20001384220,31234,1300000
20007391820,31219,280000
20007391820,31242,90000
20007391820,31251,600000
20002385814,31261,80000
20011394620,32111,750000
20011394620,32121,560000
20011394620,32123,150000
20009393008,32112,1000000
20004388214,31317,120000
20006390614,31251,400000
20006390614,31317,50000
20006390608,31317,60000
20006389420,31233,2000000
20006389420,31235,500000
20006389420,31251,2000000
20006389420,31252,400000
20006389420,31253,400000
20006389420,31312,500000
20006389420,32121,1000000
20006389420,32131,1000000
20005388616,31235,300000
20005388616,31238,300000
20005388616,31242,30000
20005388616,31314,120000
20005388616,31318,40000
20005388616,32121,400000
20005388616,32133,190000
20005388616,32141,150000
20012396208,31317,300000
20012396220,31217,800000
20012396220,31234,1300000
20012396220,31235,500000
20012396220,31415,400000
20012396220,32131,800000
20010393820,31212,850000
20010393820,31217,500000
20010393820,32111,1400000
20012396211,31317,200000
20004387408,31212,750000
20004387408,31213,600000
20004387408,31216,1700000
20004387408,31234,900000
20004387408,31251,750000
20004387408,31253,700000
20004387408,31261,200000
