Address,code,purchased,value
20001384225,61119,1,1960000
20001384225,62122,1,350000
20001384229,61121,1,1000000
20001384232,61119,1,500000
20001384232,62121,1,500000
20001384232,62223,1,3000000
20001384232,62334,1,1200000
20001384233,61119,1,18500000
20001384233,61121,1,7000000
20001384233,62118,1,800000
20001384238,61119,1,800000
20001384238,62121,1,350000
20001384241,61119,1,500000
20001384241,61123,1,80000
20001384241,62119,1,50000
20001384626,61119,1,1000000
20001384626,61121,1,1000000
20001384626,61221,1,500000
20001384626,61312,1,2500000
20001384626,62123,1,1300000
20001384629,61119,1,3000000
20001384629,61121,1,1300000
20001384629,62121,1,1000000
20001384631,61119,1,550000
20001384631,62117,1,170000
20001384636,61119,1,250000
20001384636,61121,1,100000
20001384636,62121,1,500000
20001384638,61119,1,2700000
20001384638,62118,1,450000
20001384641,61121,1,400000
20001385026,61119,1,1000000
20001385026,62121,1,6000000
20001385026,62122,1,850000
20001385026,62334,1,4000000
20001385029,61119,1,1300000
20001385029,61121,1,200000
20001385029,62335,1,6000000
20001385032,61119,1,5000000
20001385032,62123,1,1000000
20001385034,61119,1,640000
20001385041,61119,1,6000000
20001385041,61121,1,300000
20001385041,61122,1,300000
20001385041,62117,1,800000
20001385425,61119,1,3000000
20001385425,62119,1,1000000
20001385425,62341,1,1500000
20001385430,61119,1,680000
20001385430,62119,1,60000
20001385434,61119,1,400000
20001385434,62334,1,2000000
20001385438,61119,1,2000000
20001385438,62123,1,600000
20001385441,61117,1,7000000
20001385441,61119,1,2000000
20001385441,62119,1,100000
20001385441,62334,1,2000000
20002385825,61122,1,300000
20002385825,61123,1,150000
20002385831,61119,1,450000
20002385831,61122,1,500000
20002385831,62119,1,150000
20002385831,62119,8,100000
20002385831,62347,1,100000
20002385835,61119,1,1200000
20002385835,62119,1,150000
20002385835,62119,8,100000
20002385835,62334,1,500000
20002385835,62347,1,150000
20002385838,61119,1,5500000
20002385838,61122,1,800000
20002385838,62123,1,2000000
20002385838,62335,1,22000000
20002386226,61119,1,10000000
20002386226,61119,8,12000000
20002386226,61336,1,18500000
20002386226,62119,8,1000000
20002386226,62224,1,15000000
20002386226,62334,1,6000000
20002386226,62334,8,6500000
20002386229,61121,1,350000
20002386231,61119,1,520000
20002386231,61119,8,650000
20002386231,61312,1,200000
20002386231,62119,1,500000
20002386231,62119,8,600000
20002386234,61119,1,3000000
20002386234,61119,8,3200000
20002386234,62119,1,1000000
20002386234,62119,8,1200000
20002386234,62334,1,7000000
20002386234,62334,8,7300000
20002386234,62338,1,20000000
20002386234,62342,1,1000000
20002386234,62342,8,1500000
20002386238,61121,1,150000
20002386238,61122,1,340000
20002386241,61121,1,1000000
20003386626,61121,1,4000000
20003386627,61122,1,300000
20003386627,61221,1,1000000
20003386634,61121,1,600000
20003386634,61221,1,400000
20003386636,61117,1,300000
20003386636,61119,1,2700000
20003386636,61221,1,400000
20003386636,61337,1,80000000
20003386636,62119,8,300000
20003386636,62123,8,800000
20003386638,61121,1,2000000
20003386641,61119,1,600000
20003386641,62119,1,200000
20003387028,61119,1,3000000
20003387028,62122,1,1200000
20003387028,62334,1,1000000
20003387028,62338,1,2700000
20003387028,62341,1,1000000
20003387038,61119,1,7000000
20003387038,62334,1,5000000
20004387428,61119,8,1500000
20004387428,62123,8,1000000
20004387428,62342,8,1200000
20004387429,61119,1,800000
20004387429,62119,8,250000
20004387429,62341,1,700000
20004387432,61119,1,2500000
20004387432,62122,1,1000000
20004387434,61119,1,3000000
20004387434,62122,1,1000000
20004387434,62334,1,6000000
20004387438,61119,8,1200000
20004387438,61221,1,250000
20004387438,62119,8,500000
20004387441,61119,1,500000
20004387441,61119,8,600000
20004387441,62119,1,120000
20004387441,62119,8,300000
20004387441,62223,1,350000
20004387441,62223,8,3000000
20004387829,61121,1,2500000
20004387829,61221,1,150000
20004387830,61119,1,1500000
20004387830,61119,8,1700000
20004387830,62119,1,600000
20004387830,62119,8,800000
20004387831,61221,1,100000
20004387833,61119,1,1400000
20004387833,61119,8,1600000
20004387833,61221,1,150000
20004387833,62119,1,650000
20004387833,62119,8,800000
20004387838,61121,1,4000000
20004387838,61221,1,120000
20004387838,62119,1,100000
20004387838,62119,8,200000
20004387841,61123,1,70000
20004388229,61119,1,540000
20004388229,62119,1,80000
20004388229,62119,8,420000
20004388236,61121,1,150000
20004388238,61119,1,2500000
20004388238,62123,1,1200000
20004388238,62334,1,1200000
20004388238,62335,1,4700000
20004388241,61119,1,1500000
20004388241,62123,1,1000000
20004388241,62335,1,1800000
20005388634,61121,1,2000000
20005388635,61119,1,5000000
20005388635,61122,1,150000
20005388635,62122,1,3000000
20005388638,61121,1,1000000
20005388641,61119,1,17000000
20005388641,62123,1,3000000
20005388641,62334,1,4150000
20005388641,62341,1,5800000
20005388641,62345,1,750000
20005389026,61119,1,15000000
20005389026,62122,1,2000000
20005389027,61119,1,1500000
20005389027,62122,1,2500000
20005389027,62334,1,6000000
20005389031,61119,1,2000000
20005389031,61119,8,1000000
20005389031,62122,1,1000000
20005389031,62122,8,500000
20005389041,61119,1,5000000
20005389041,62122,1,2000000
20005389041,62335,1,5000000
20005389041,62342,1,3000000
20006389426,61122,1,2000000
20006389426,62345,1,1000000
20006389428,62339,1,10000000
20006389433,61119,1,1500000
20006389433,62122,1,500000
20006389435,61121,1,1000000
20006389441,61121,1,4000000
20006389441,61122,1,570000
20006389825,61119,1,1500000
20006389825,61119,8,1600000
20006389825,62119,1,150000
20006389825,62119,8,500000
20006389828,61121,1,1000000
20006389828,61122,1,450000
20006389828,61221,1,500000
20006389831,61119,1,1000000
20006389831,61119,8,1200000
20006389831,61122,1,350000
20006389831,62119,1,250000
20006389831,62119,8,400000
20006389831,62347,1,250000
20006389835,61121,1,7000000
20006389838,61119,1,2000000
20006389838,61119,8,2500000
20006389838,61123,1,120000
20006389838,62119,1,2000000
20006389841,61121,1,1450000
20006389841,62223,1,30000000
20006390225,61221,1,150000
20006390227,61119,1,1450000
20006390227,61119,8,1600000
20006390227,61122,1,100000
20006390227,62119,1,160000
20006390227,62119,8,400000
20006390233,61119,1,4000000
20006390233,61119,8,4500000
20006390233,61221,1,200000
20006390233,62119,1,2000000
20006390233,62119,8,2200000
20006390233,62342,1,4000000
20006390233,62342,8,4500000
20006390235,61119,1,900000
20006390235,61119,8,1200000
20006390235,61122,1,500000
20006390235,61123,1,120000
20006390235,61221,1,350000
20006390235,62119,1,900000
20006390235,62119,8,1200000
20006390238,61119,1,6000000
20006390238,61119,8,6500000
20006390238,62119,1,2000000
20006390238,62334,1,4500000
20006390238,62342,1,6000000
20006390241,61119,8,500000
20006390241,62119,8,250000
20006390241,62341,8,400000
20006390626,61119,1,8500000
20006390626,61119,8,9000000
20006390626,61221,1,300000
20006390626,62119,1,1000000
20006390626,62119,8,1300000
20006390626,62224,1,25000000
20006390626,62334,1,1400000
20006390626,62334,8,1700000
20006390626,62342,1,4000000
20006390626,62342,8,4500000
20006390629,61121,1,3000000
20006390629,61122,1,800000
20006390629,62119,1,150000
20006390634,61119,1,800000
20006390634,61119,8,1000000
20006390634,61122,1,400000
20006390634,62119,1,1000000
20006390634,62334,8,2000000
20006390634,62341,8,700000
20006390638,61119,1,4700000
20006390638,61221,1,500000
20006390638,62119,1,1800000
20006390641,61119,1,600000
20006390641,61119,8,700000
20006390641,61221,1,150000
20006390641,62119,8,250000
20007391025,61119,1,8000000
20007391025,61221,1,420000
20007391025,62122,1,4800000
20007391027,61121,1,1619000
20007391031,61119,1,25000000
20007391031,61119,5,5000000
20007391031,62122,1,5000000
20007391031,62122,5,2000000
20007391031,62334,1,40000000
20007391031,62334,5,10000000
20007391031,62341,1,10000000
20007391031,62347,1,10000000
20007391036,61119,1,1980000
20007391036,62121,1,500000
20007391036,62122,1,480000
20007391426,61119,1,800000
20007391426,62122,1,900000
20007391429,61119,1,8900000
20007391429,61119,8,500000
20007391429,61221,1,400000
20007391429,62121,8,400000
20007391429,62123,1,850000
20007391438,61123,1,80000
20007391441,61119,1,4500000
20007391441,61119,5,4800000
20007391441,61221,1,500000
20007391441,62119,1,800000
20007391441,62119,5,1000000
20007391826,61122,1,250000
20007391829,61121,1,700000
20007391838,61119,1,1400000
20007391838,61119,8,1600000
20007391838,62119,1,800000
20007391838,62119,8,1000000
20007391838,62334,1,700000
20007391838,62334,8,1000000
20007392227,61121,8,1500000
20007392227,61337,1,2000000
