Address,code,value
20001384225,55224,50000
20001384225,56118,300000
20001384229,55224,100000
20001384229,56112,150000
20001384229,56116,380000
20001384229,56118,230000
20001384229,56135,100000
20001384232,55221,3000000
20001384232,56111,400000
20001384232,56114,700000
20001384233,56112,1000000
20001384233,56114,2300000
20001384233,56115,480000
20001384233,56118,1000000
20001384233,56134,400000
20001384233,56135,350000
20001384238,55218,7000000
20001384238,56111,400000
20001384238,56119,150000
20001384238,56135,350000
20001384241,52115,200000
20001384241,52116,500000
20001384241,56112,400000
20001384241,56114,600000
20001384241,56115,600000
20001384241,56116,1000000
20001384241,56126,150000
20001384241,56127,180000
20001384241,56133,50000
20001384241,56134,100000
20001384241,56135,350000
20001384241,56137,250000
20001384241,56148,200000
20001384241,56154,200000
20001384626,54013,300000
20001384626,56112,400000
20001384626,56114,600000
20001384626,56115,600000
20001384626,56116,300000
20001384626,56118,2400000
20001384626,56119,600000
20001384626,56126,300000
20001384626,56134,100000
20001384626,56135,140000
20001384626,56139,200000
20001384629,56114,1700000
20001384629,56115,1600000
20001384629,56117,500000
20001384629,56118,1600000
20001384629,56128,500000
20001384629,56131,400000
20001384629,56135,400000
20001384629,56137,400000
20001384629,56139,100000
20001384629,56151,250000
20001384631,56118,900000
20001384636,54012,1200000
20001384636,54013,600000
20001384636,55221,1700000
20001384636,56116,380000
20001384636,56118,900000
20001384636,56119,200000
20001384636,56137,250000
20001384638,56134,100000
20001384638,56135,100000
20001384641,56115,520000
20001384641,56116,500000
20001384641,56127,180000
20001384641,56135,100000
20001384641,56154,1900000
20001385026,56112,200000
20001385026,56114,300000
20001385026,56115,300000
20001385026,56116,450000
20001385026,56118,350000
20001385029,55221,1500000
20001385029,56114,450000
20001385029,56115,600000
20001385029,56116,250000
20001385029,56118,250000
20001385029,56126,600000
20001385032,52116,3000000
20001385032,56111,400000
20001385032,56114,320000
20001385032,56115,320000
20001385032,56116,450000
20001385032,56118,240000
20001385032,56139,70000
20001385034,54013,3700000
20001385034,54027,600000
20001385034,56114,3600000
20001385034,56115,2880000
20001385034,56118,850000
20001385034,56135,1350000
20001385038,56114,250000
20001385038,56115,300000
20001385041,54036,1000000
20001385041,55221,400000
20001385041,56112,350000
20001385041,56114,600000
20001385041,56116,500000
20001385041,56118,850000
20001385041,56119,150000
20001385041,56131,600000
20001385041,56135,50000
20001385041,56137,100000
20001385425,56112,800000
20001385425,56114,750000
20001385425,56115,360000
20001385425,56116,400000
20001385425,56118,180000
20001385425,56119,250000
20001385425,56134,150000
20001385434,54036,170000
20001385435,56111,250000
20001385435,56116,160000
20001385435,56135,250000
20001385438,56111,400000
20001385438,56114,450000
20001385438,56116,170000
20001385438,56118,600000
20001385438,56126,150000
20001385438,56135,120000
20001385438,56139,70000
20001385441,56112,400000
20001385441,56114,450000
20001385441,56135,70000
20002385825,56112,300000
20002385825,56114,450000
20002385825,56116,250000
20002385825,56118,380000
20002385825,56154,230000
20002385831,56112,380000
20002385831,56116,300000
20002385831,56118,330000
20002385831,56133,150000
20002385831,56154,250000
20002385835,56112,300000
20002385835,56116,350000
20002385835,56118,400000
20002385838,56112,500000
20002385838,56114,800000
20002385838,56116,450000
20002385838,56118,900000
20002385841,55221,800000
20002385841,55224,150000
20002385841,56112,300000
20002385841,56114,460000
20002385841,56115,340000
20002385841,56118,390000
20002386226,54032,850000
20002386226,55224,450000
20002386226,56111,1200000
20002386226,56112,800000
20002386226,56114,1100000
20002386226,56115,900000
20002386226,56116,1980000
20002386226,56119,270000
20002386229,56119,550000
20002386229,56126,2200000
20002386231,55221,320000
20002386231,55224,100000
20002386231,56112,800000
20002386231,56114,510000
20002386231,56134,140000
20002386231,56135,250000
20002386234,56111,1050000
20002386234,56112,450000
20002386234,56114,1800000
20002386234,56116,420000
20002386234,56118,170000
20002386234,56119,220000
20002386234,56126,300000
20002386234,56129,180000
20002386234,56134,150000
20002386234,56135,250000
20002386234,56139,80000
20002386234,56154,250000
20002386238,56111,250000
20002386238,56114,1950000
20002386238,56116,550000
20002386238,56118,260000
20002386238,56119,170000
20002386238,56126,500000
20002386241,56111,220000
20002386241,56112,350000
20002386241,56114,560000
20002386241,56116,300000
20002386241,56117,120000
20002386241,56134,80000
20002386241,56139,70000
20003386626,56113,110000
20003386627,56112,400000
20003386627,56116,600000
20003386627,56118,1400000
20003386634,56112,150000
20003386634,56115,220000
20003386634,56116,300000
20003386636,54011,1200000
20003386636,55221,1700000
20003386636,55224,200000
20003386638,56112,100000
20003386638,56118,300000
20003386641,56112,150000
20003386641,56115,220000
20003386641,56116,150000
20003386641,56118,300000
20003387028,55221,2000000
20003387028,56114,1000000
20003387028,56115,500000
20003387028,56116,500000
20003387028,56118,1000000
20003387028,56135,200000
20003387028,56139,100000
20003387034,56114,400000
20003387034,56116,300000
20003387038,56114,450000
20003387038,56116,700000
20003387038,56118,1000000
20004387428,56112,200000
20004387428,56116,260000
20004387428,56118,280000
20004387429,56112,250000
20004387429,56114,180000
20004387429,56116,300000
20004387429,56118,320000
20004387432,56114,250000
20004387432,56115,200000
20004387432,56118,220000
20004387432,56119,150000
20004387434,56114,300000
20004387434,56115,400000
20004387434,56116,270000
20004387434,56117,80000
20004387434,56118,300000
20004387434,56119,120000
20004387434,56135,200000
20004387434,56139,120000
20004387438,56114,2000000
20004387438,56115,250000
20004387438,56116,360000
20004387438,56118,240000
20004387441,56111,230000
20004387441,56112,420000
20004387441,56114,610000
20004387441,56115,140000
20004387441,56139,75000
20004387829,56111,210000
20004387829,56114,930000
20004387830,56114,510000
20004387830,56116,950000
20004387831,56111,190000
20004387831,56115,360000
20004387831,56133,50000
20004387833,56111,360000
20004387841,56112,350000
20004387841,56114,1900000
20004387841,56154,300000
20004388226,56114,180000
20004388226,56115,150000
20004388226,56118,260000
20004388229,56112,400000
20004388229,56116,200000
20004388229,56118,700000
20004388229,56151,300000
20004388229,56154,250000
20004388233,56112,300000
20004388233,56114,400000
20004388233,56118,360000
20004388236,55224,100000
20004388236,56112,60000
20004388236,56115,100000
20004388236,56116,120000
20004388236,56118,230000
20004388238,56112,500000
20004388238,56116,450000
20004388238,56118,700000
20004388241,55212,2000000
20004388241,55221,400000
20004388241,56112,200000
20004388241,56116,400000
