Address,member,relation,gender,age,literacy,studying,degree,occupationalst,maritalst
20001384220,1,Head,Male,35,literate,No,Diploma,employed,Married
20001384220,2,Spouse,Female,30,literate,No,Diploma,Housewife,Married
20001384220,3,Child,Female,4,,,,,
20013397029,1,Head,Male,50,literate,No,Secondary,employed,Married
20013397029,2,Spouse,Female,47,literate,No,Elemantry,Housewife,Married
20013397029,3,Child,Male,14,literate,Yes,Secondary,Student,Single
20013397029,4,Child,Female,12,literate,Yes,Elemantry,Student,Single
20001384225,1,Head,Male,48,literate,No,Other,employed,Married
20001384225,2,Spouse,Female,43,literate,No,Diploma,Housewife,Married
20001384225,3,Child,Male,11,literate,Yes,Elemantry,Student,Single
20001384232,1,Head,Male,40,literate,No,Secondary,employed,Married
20001384232,2,Spouse,Female,35,literate,No,Secondary,Housewife,Married
20001384232,3,Child,Female,11,literate,Yes,Elemantry,Student,Single
20001384235,1,Head,Male,69,illiterate,,,IncomeWOJob,Married
20001384235,2,Spouse,Female,70,illiterate,,,Housewife,Married
20011394620,1,Head,Male,25,literate,No,Bachelor,employed,Single
20011394620,2,Parent,Female,54,illiterate,,,Housewife,Widowed
20011394620,3,Sibling,Female,34,literate,No,Secondary,Housewife,Single
20011394620,4,Sibling,Female,20,literate,Yes,HighSchool,Student,Single
20011394623,1,Head,Male,58,literate,No,Elemantry,employed,Married
20011394623,2,Spouse,Female,55,literate,No,Elemantry,Housewife,Married
20011394623,3,Child,Male,22,literate,No,Diploma,employed,Single
20003387025,1,Head,Male,91,illiterate,,,IncomeWOJob,Married
20003387025,2,Spouse,Female,75,illiterate,,,Housewife,Married
20003387032,1,Head,Male,55,literate,No,Secondary,IncomeWOJob,Married
20003387032,2,Spouse,Female,54,literate,No,Elemantry,Housewife,Married
20003387032,3,Child,Female,29,literate,No,Secondary,Housewife,Single
20007391823,1,Head,Male,30,literate,No,Elemantry,employed,Married
20007391823,2,Spouse,Female,26,literate,No,Diploma,Housewife,Married
20007391823,3,Child,Female,5,,,,,
20007391832,1,Head,Male,46,literate,No,Elemantry,employed,Married
20007391832,2,Spouse,Female,45,illiterate,,,Housewife,Married
20007391832,3,Child,Female,14,literate,Yes,Secondary,Student,Single
20009393035,1,Head,Male,60,literate,No,College,IncomeWOJob,Married
20003387029,1,Head,Male,38,literate,No,Secondary,employed,Married
20003387029,2,Spouse,Female,36,literate,No,Secondary,Housewife,Married
20003387029,3,Child,Female,11,literate,Yes,Elemantry,Student,Single
20003387029,4,Child,Male,19,literate,No,Secondary,unemployed,Single
20009393032,1,Head,Male,65,illiterate,,,employed,Married
20009393032,2,Spouse,Female,57,illiterate,,,Housewife,Married
20004388232,1,Head,Male,72,illiterate,,,employed,Married
20004388232,2,Spouse,Female,70,illiterate,,,Housewife,Married
20006389428,1,Head,Male,53,literate,No,Bachelor,employed,Married
20006389428,2,Spouse,Female,40,literate,No,Diploma,Housewife,Married
20006389428,3,Child,Female,19,literate,Yes,Bachelor,Student,Single
20006389428,4,Child,Female,17,literate,Yes,Diploma,Student,Single
