Address,member,relation,gender,age,literacy,studying,degree,occupationalst,maritalst
20010394208,1,Head,Male,50,literate,No,Elemantry,employed,Married
20010394208,2,Spouse,Female,45,illiterate,,,Housewife,Married
20010394208,3,Child,Female,26,literate,No,Elemantry,Housewife,Married
20010394208,4,Child,Male,25,literate,No,Bachelor,employed,Single
20010394208,5,Child,Male,14,literate,Yes,Secondary,Student,Single
20010394208,6,Child,Female,8,literate,Yes,Elemantry,,
20004387813,1,Head,Male,55,illiterate,,,employed,Married
20004387813,2,Spouse,Female,52,illiterate,,,Housewife,Married
20003386610,1,Head,Male,80,illiterate,,,employed,Married
20003386610,2,Spouse,Female,74,illiterate,,,Housewife,Married
20003386613,1,Head,Female,81,illiterate,,,IncomeWOJob,Widowed
20003386620,1,Head,Male,52,literate,No,Elemantry,employed,Married
20003386620,2,Spouse,Female,46,literate,No,Elemantry,Housewife,Married
20004387809,1,Head,Male,47,literate,No,Elemantry,employed,Married
20004387809,2,Spouse,Female,39,literate,No,Elemantry,Housewife,Married
20004387809,3,Child,Male,18,literate,Yes,Secondary,Student,Single
20004387809,4,Child,Female,14,literate,Yes,Secondary,Student,Single
20004387809,5,Child,Male,7,literate,Yes,Elemantry,,
20004387817,1,Head,Male,36,literate,No,Diploma,employed,Married
20004387817,2,Spouse,Female,35,literate,No,Diploma,Housewife,Married
20004387817,3,Child,Female,9,literate,Yes,Elemantry,,
20004387817,4,Child,Male,9,literate,Yes,Elemantry,,
20004387820,1,Head,Male,38,literate,No,Diploma,unemployed,Divorced
20004387820,2,Parent,Female,74,illiterate,,,IncomeWOJob,Widowed
20004387811,1,Head,Male,57,literate,No,Elemantry,employed,Married
20004387811,2,Spouse,Female,52,literate,No,Elemantry,Housewife,Married
20011395420,1,Head,Male,41,literate,No,Secondary,employed,Married
20011395420,2,Spouse,Female,42,literate,No,Elemantry,Housewife,Married
20011395420,3,Child,Male,11,literate,Yes,Elemantry,Student,Single
20001385412,1,Head,Male,39,literate,No,Elemantry,employed,Married
20001385412,2,Spouse,Female,33,literate,No,Secondary,Housewife,Married
20001385412,3,Child,Male,12,literate,Yes,Elemantry,Student,Single
20001385412,4,Child,Male,4,,,,,
20001385423,1,Head,Male,61,literate,No,Elemantry,employed,Married
20001385423,2,Spouse,Female,52,literate,No,Elemantry,Housewife,Married
20001385420,1,Head,Female,78,illiterate,,,IncomeWOJob,Widowed
20011395407,1,Head,Male,45,literate,No,Secondary,employed,Married
20011395407,2,Spouse,Female,29,literate,No,Elemantry,Housewife,Married
20011395407,3,Child,Male,9,literate,Yes,Elemantry,,
20011395407,4,Child,Female,3,,,,,
20004387823,1,Head,Male,59,illiterate,,,employed,Married
20004387823,2,Spouse,Female,55,illiterate,,,Housewife,Married
20012396607,1,Head,Female,75,illiterate,,,IncomeWOJob,Widowed
20010394223,1,Head,Male,40,literate,No,Elemantry,employed,Married
20010394223,2,Spouse,Female,31,literate,No,Elemantry,Housewife,Married
20010394223,3,Child,Female,11,literate,Yes,Elemantry,Student,Single
20010394223,4,Child,Female,7,literate,Yes,Elemantry,,
20010394223,5,Child,Female,3,,,,,
20010394220,1,Head,Male,77,literate,No,Secondary,unemployed,Married
20010394220,2,Spouse,Female,52,literate,No,Elemantry,Housewife,Married
20012396620,1,Head,Male,62,literate,No,Elemantry,employed,Married
20012396620,2,Spouse,Female,56,illiterate,,,Housewife,Married
20012396620,3,GrandSonDaughter,Male,10,literate,Yes,Elemantry,Student,Single
20012396609,1,Head,Male,80,illiterate,,,employed,Married
20012396609,2,Spouse,Female,70,illiterate,,,Housewife,Married
20013397807,1,Head,Female,92,illiterate,,,IncomeWOJob,Widowed
20006390211,1,Head,Female,72,illiterate,,,IncomeWOJob,Widowed
20006390211,2,Child,Female,34,illiterate,,,IncomeWOJob,Single
20006390209,1,Head,Male,47,literate,No,Elemantry,employed,Married
20006390209,2,Spouse,Female,29,literate,No,Secondary,Housewife,Married
20006390209,3,Child,Female,11,literate,Yes,Elemantry,Student,Single
20006390209,4,Child,Male,7,literate,Yes,Elemantry,,
20006390209,5,Child,Male,0,,,,,
20007392620,1,Head,Male,30,literate,No,Elemantry,employed,Married
20007392620,2,Spouse,Female,21,literate,No,Secondary,Housewife,Married
20007392616,1,Head,Male,40,literate,No,Elemantry,employed,Married
20007392616,2,Spouse,Female,40,literate,No,Elemantry,Housewife,Married
20007392616,3,Child,Female,12,literate,Yes,Elemantry,Student,Single
20011395423,1,Head,Male,40,literate,No,Elemantry,employed,Married
20011395423,2,Spouse,Female,33,literate,No,Diploma,Housewife,Married
20011395423,3,Child,Male,6,literate,Yes,Elemantry,,
20011395423,4,Child,Female,2,,,,,
20011395416,1,Head,Male,86,illiterate,,,IncomeWOJob,Married
20011395416,2,Spouse,Female,76,illiterate,,,Housewife,Married
20011395415,1,Head,Male,31,literate,No,Elemantry,employed,Married
20011395415,2,Spouse,Female,22,literate,No,Secondary,Housewife,Married
20011395415,3,Child,Female,3,,,,,
20011395411,1,Head,Female,66,illiterate,,,Housewife,Widowed
20011395411,2,Child,Male,27,literate,No,Bachelor,employed,Single
20005389011,1,Head,Male,70,illiterate,,,IncomeWOJob,Married
20005389011,2,Spouse,Female,64,illiterate,,,Housewife,Married
20005389018,1,Head,Male,66,literate,No,Elemantry,employed,Married
20005389018,2,Spouse,Female,63,illiterate,,,Housewife,Married
20005389018,3,Child,Female,32,literate,No,Elemantry,Housewife,Single
20005389020,1,Head,Female,78,illiterate,,,IncomeWOJob,Widowed
20005389023,1,Head,Male,98,illiterate,,,IncomeWOJob,Widowed
20007392611,1,Head,Male,47,literate,No,Elemantry,employed,Married
20007392611,2,Spouse,Female,43,literate,No,Elemantry,Housewife,Married
20007392611,3,Child,Male,13,literate,Yes,Elemantry,Student,Single
20007392615,1,Head,Female,63,illiterate,,,IncomeWOJob,Widowed
20007392615,2,Child,Female,30,literate,No,Diploma,employed,Single
20007392615,3,Child,Male,28,literate,No,Master,employed,Single
20013397808,1,Head,Male,39,literate,No,Elemantry,employed,Married
20013397808,2,Spouse,Female,30,literate,No,Secondary,Housewife,Married
20013397808,3,Child,Female,12,literate,Yes,Elemantry,Student,Single
20013397817,1,Head,Female,84,illiterate,,,IncomeWOJob,Divorced
20013397823,1,Head,Male,55,illiterate,,,employed,Married
20013397823,2,Spouse,Female,53,illiterate,,,Housewife,Married
20013397814,1,Head,Male,40,literate,No,Secondary,employed,Married
20013397814,2,Spouse,Female,33,literate,No,Secondary,Housewife,Married
20013397814,3,Child,Male,12,literate,Yes,Elemantry,Student,Single
20013397814,4,Child,Female,4,,,,,
20010394211,1,Head,Male,92,illiterate,,,IncomeWOJob,Married
20010394211,2,Spouse,Female,76,illiterate,,,Housewife,Married
20010394217,1,Head,Male,47,literate,No,Elemantry,employed,Married
20010394217,2,Spouse,Female,43,illiterate,,,Housewife,Married
20010394217,3,Child,Female,19,literate,Yes,Bachelor,Student,Single
20010394217,4,Child,Female,11,literate,Yes,Elemantry,Student,Single
20010394217,5,Child,Male,5,,,,,
20013397820,1,Head,Male,45,literate,No,Elemantry,employed,Married
20013397820,2,Spouse,Female,41,literate,No,Elemantry,employed,Married
20013397820,3,Child,Female,19,literate,Yes,Bachelor,Student,Single
20013397820,4,Child,Female,15,literate,Yes,Secondary,Student,Single
20013397820,5,Child,Male,12,literate,Yes,Elemantry,Student,Single
20001384208,1,Head,Male,51,literate,No,Elemantry,IncomeWOJob,Married
20001384208,2,Spouse,Female,51,literate,No,Elemantry,Housewife,Married
20001384215,1,Head,Male,42,literate,No,Secondary,employed,Married
20001384215,2,Spouse,Female,37,literate,No,Diploma,Housewife,Married
20001384215,3,Child,Female,17,literate,Yes,Diploma,Student,Single
20001384215,4,Child,Male,1,,,,,
20001384220,1,Head,Male,32,literate,No,Diploma,employed,Married
20001384220,2,Spouse,Female,26,literate,No,Diploma,Housewife,Married
20001384220,3,Child,Female,2,,,,,
20001384214,1,Head,Female,74,illiterate,,,IncomeWOJob,Widowed
20007391820,1,Head,Male,47,literate,No,Secondary,employed,Married
20007391820,2,Spouse,Female,37,literate,No,Elemantry,Housewife,Married
20007391820,3,Child,Male,15,literate,Yes,Secondary,Student,Single
20007391820,4,Child,Male,10,literate,Yes,Secondary,Student,Single
20007391820,5,Child,Female,2,,,,,
20007391811,1,Head,Male,59,literate,No,Elemantry,IncomeWOJob,Married
20007391811,2,Spouse,Female,53,literate,No,Elemantry,Housewife,Married
20007391811,3,Child,Male,19,literate,No,Secondary,employed,Single
20007391407,1,Head,Female,67,illiterate,,,Housewife,Widowed
20007391408,1,Head,Male,43,illiterate,,,employed,Married
20007391408,2,Spouse,Female,41,literate,No,Elemantry,Housewife,Married
20007391408,3,Child,Male,18,literate,Yes,HighSchool,Student,Single
20007391408,4,Child,Male,16,literate,Yes,Secondary,Student,Single
20007391420,1,Head,Female,70,illiterate,,,IncomeWOJob,Widowed
20012395823,1,Head,Male,30,literate,No,Diploma,employed,Married
20012395823,2,Spouse,Female,26,literate,No,Secondary,Housewife,Married
20012395823,3,Child,Male,0,,,,,
20012395811,1,Head,Male,33,literate,No,Diploma,unemployed,Married
20012395811,2,Spouse,Female,22,literate,No,Diploma,Housewife,Married
20012395811,3,Child,Male,1,,,,,
20007391811,5,Child,Female,10,literate,Yes,Elemantry,Student,Single
20007391823,1,Head,Male,28,literate,No,Elemantry,employed,Married
20007391823,2,Spouse,Female,24,literate,No,Diploma,Housewife,Married
20007391823,3,Child,Female,3,,,,,
20007391814,1,Head,Male,84,illiterate,,,IncomeWOJob,Widowed
20007391814,2,Child,Female,36,literate,No,Elemantry,Housewife,Single
20007391817,1,Head,Male,47,literate,No,Elemantry,employed,Married
20007391817,2,Spouse,Female,41,literate,No,Elemantry,Housewife,Married
20007391817,3,Child,Male,22,literate,No,Diploma,employed,Single
20007391817,4,Child,Male,11,literate,Yes,Elemantry,Student,Single
20007391817,5,Child,Male,0,,,,,
20007391808,1,Head,Male,60,illiterate,,,IncomeWOJob,Married
20007391808,2,Spouse,Female,57,literate,No,Elemantry,Housewife,Married
20007391808,3,Child,Male,20,literate,No,Diploma,unemployed,Single
20003387014,1,Head,Male,87,literate,No,Elemantry,IncomeWOJob,Widowed
20003387014,2,Child,Male,54,literate,No,Diploma,IncomeWOJob,Married
20003387017,1,Head,Male,83,illiterate,,,IncomeWOJob,Married
20003387017,2,Spouse,Female,80,illiterate,,,Housewife,Married
20003387023,1,Head,Male,66,literate,No,Diploma,employed,Married
20003387023,2,Spouse,Female,61,literate,No,Secondary,Housewife,Married
20003387023,3,Parent,Female,89,illiterate,,,IncomeWOJob,Widowed
20003387008,1,Head,Male,81,illiterate,,,IncomeWOJob,Married
20003387008,2,Spouse,Female,61,illiterate,,,Housewife,Married
20003387007,1,Head,Male,85,illiterate,,,IncomeWOJob,Married
20003387007,2,Spouse,Female,81,illiterate,,,Other,Married
20003387007,3,Child,Female,43,literate,No,Elemantry,Housewife,Single
20005389008,1,Head,Male,93,illiterate,,,IncomeWOJob,Married
20005389008,2,Spouse,Female,83,illiterate,,,Housewife,Married
20007391415,1,Head,Male,27,literate,No,College,employed,Married
20007391415,2,Spouse,Female,23,literate,No,Bachelor,Housewife,Married
20001385415,1,Head,Male,59,literate,No,Elemantry,IncomeWOJob,Married
20001385415,2,Spouse,Female,58,literate,No,Elemantry,Housewife,Married
20001385408,1,Head,Male,58,literate,No,Elemantry,employed,Married
20001385408,2,Spouse,Female,51,literate,No,Elemantry,Housewife,Married
20007391423,1,Head,Male,59,literate,No,Elemantry,employed,Married
20007391423,2,Spouse,Female,55,illiterate,,,Housewife,Married
20001384223,1,Head,Male,38,literate,No,Secondary,employed,Married
20001384223,2,Spouse,Female,39,literate,No,Secondary,Housewife,Married
20001384223,3,Child,Male,12,literate,Yes,Secondary,Student,Single
20001384223,4,Child,Male,8,literate,Yes,Elemantry,,
20001384207,1,Head,Male,32,literate,No,Diploma,employed,Married
20001384207,2,Spouse,Female,27,literate,No,Secondary,Housewife,Married
20001384207,3,Child,Male,5,,,,,
20007391811,4,Child,Female,22,literate,No,Elemantry,unemployed,Single
20012395817,1,Head,Male,40,literate,No,Elemantry,unemployed,Married
20012395817,2,Spouse,Female,29,literate,No,Secondary,Housewife,Married
20012395817,3,Child,Female,10,literate,Yes,Elemantry,Student,Single
20012395817,4,Child,Female,4,,,,,
20013397008,1,Head,Male,41,literate,No,Secondary,employed,Married
20013397008,2,Spouse,Female,37,literate,No,Elemantry,Housewife,Married
20013397008,3,Child,Female,15,literate,Yes,Secondary,Student,Single
20013397008,4,Child,Female,7,literate,Yes,Elemantry,,
20013397008,5,Child,Male,2,,,,,
20013397020,1,Head,Male,38,literate,No,Elemantry,unemployed,Married
20013397020,2,Spouse,Female,44,literate,No,Elemantry,Housewife,Married
20013397020,3,Child,Female,6,literate,Yes,Elemantry,,
20009393015,1,Head,Female,64,illiterate,,,IncomeWOJob,Widowed
20009393015,2,Child,Male,28,literate,No,Elemantry,employed,Married
20009393020,1,Head,Male,45,literate,No,Elemantry,employed,Married
20009393020,2,Spouse,Female,49,literate,No,Diploma,Housewife,Married
20009393020,3,Child,Female,21,literate,Yes,Bachelor,Student,Single
20004388214,1,Head,Male,54,literate,No,Elemantry,employed,Married
20004388214,2,Spouse,Female,51,literate,No,Elemantry,Housewife,Married
20004388220,1,Head,Male,60,literate,No,Elemantry,employed,Married
20004388220,2,Spouse,Female,51,literate,No,Elemantry,Housewife,Married
20004388220,3,Child,Male,29,literate,No,Bachelor,employed,Married
20004388220,4,Child,Male,25,literate,No,College,unemployed,Single
20010393414,1,Head,Male,74,illiterate,,,IncomeWOJob,Married
20010393414,2,Spouse,Female,75,illiterate,,,Housewife,Married
20004388208,1,Head,Male,80,literate,No,Elemantry,employed,Married
20004388208,2,Spouse,Female,67,illiterate,,,Housewife,Married
20002385814,1,Head,Male,36,literate,No,Elemantry,employed,Married
20002385814,2,Spouse,Female,36,literate,No,Secondary,Housewife,Married
20002385814,3,Child,Female,13,literate,Yes,Secondary,Student,Single
20002385814,4,Child,Female,6,literate,Yes,Elemantry,,
20002385823,1,Head,Male,47,literate,No,Elemantry,employed,Married
20002385823,2,Spouse,Female,45,literate,No,Elemantry,Housewife,Married
20002385823,3,Child,Male,21,literate,No,Elemantry,employed,Single
20002385808,1,Head,Female,70,illiterate,,,IncomeWOJob,Widowed
20002385811,1,Head,Male,76,illiterate,,,employed,Married
20002385811,2,Spouse,Female,66,illiterate,,,employed,Married
20011394623,1,Head,Male,56,literate,No,Elemantry,employed,Married
20011394623,2,Spouse,Female,52,illiterate,,,Housewife,Married
20011394623,3,Child,Male,20,literate,No,Diploma,unemployed,Single
20011394620,1,Head,Female,58,illiterate,,,IncomeWOJob,Widowed
20011394620,2,Child,Female,32,literate,No,Secondary,unemployed,Single
20011394620,3,Child,Male,22,literate,Yes,Bachelor,employed,Single
20011394620,4,Child,Female,17,literate,Yes,HighSchool,Student,Single
20009393011,1,Head,Male,80,illiterate,,,IncomeWOJob,Married
20006390620,1,Head,Male,52,literate,No,Diploma,employed,Married
20006390620,2,Spouse,Female,46,literate,No,Secondary,Housewife,Married
20006390611,1,Head,Male,70,illiterate,,,employed,Married
20006390611,2,Spouse,Female,67,illiterate,,,Housewife,Married
20006390611,3,Spouse,Female,46,illiterate,,,Housewife,Married
20006390611,4,Child,Male,18,literate,Yes,Diploma,Student,Single
20006390611,5,Child,Female,15,literate,Yes,Secondary,Student,Single
20006390611,6,Child,Male,13,literate,Yes,Secondary,Student,Single
20006390611,7,Child,Male,9,literate,Yes,Elemantry,,
20006390611,8,Child,Male,7,literate,Yes,Elemantry,,
20006390614,1,Head,Male,39,literate,No,Elemantry,employed,Married
20006390614,2,Spouse,Female,33,literate,No,Elemantry,unemployed,Married
20006390614,3,Child,Male,12,literate,Yes,Secondary,Student,Single
20006390608,1,Head,Male,55,illiterate,,,employed,Married
20006390608,2,Spouse,Female,50,literate,No,Elemantry,Housewife,Married
20006390608,3,Child,Male,24,literate,No,Diploma,employed,Married
20006390608,4,Child,Female,13,literate,Yes,Elemantry,Student,Single
20009393011,2,Spouse,Female,71,illiterate,,,Housewife,Married
20009393011,3,Child,Male,40,literate,No,Elemantry,employed,Married
20012395808,1,Head,Male,57,illiterate,,,employed,Married
20012395808,2,Spouse,Female,53,illiterate,,,Housewife,Married
20012395808,3,Child,Male,34,literate,No,Diploma,employed,Married
20001384609,1,Head,Male,57,literate,No,Secondary,employed,Married
20001384609,2,Spouse,Female,52,illiterate,,,Housewife,Married
20001384616,1,Head,Male,84,literate,No,Elemantry,employed,Married
20001384616,2,Spouse,Female,72,illiterate,,,Housewife,Married
20001384616,3,Child,Male,40,literate,No,Elemantry,employed,Single
20001384616,4,Child,Male,35,literate,No,Elemantry,employed,Divorced
20001384616,5,Child,Female,31,literate,No,Elemantry,Housewife,Single
20001384616,6,GrandSonDaughter,Male,10,literate,Yes,Elemantry,Student,Single
20006389412,1,Head,Male,48,literate,No,Secondary,employed,Married
20006389412,2,Spouse,Female,31,literate,No,Diploma,employed,Married
20006389412,3,Child,Female,13,literate,Yes,Secondary,Student,Single
20006389412,4,Child,Male,9,literate,Yes,Elemantry,,
20006389416,1,Head,Male,49,literate,No,Diploma,employed,Married
20006389416,2,Spouse,Female,41,literate,No,Diploma,Housewife,Married
20006389416,3,Child,Male,19,literate,Yes,Bachelor,Student,Single
20006389416,4,Child,Female,5,,,,,
20006389420,1,Head,Male,39,literate,No,Diploma,employed,Married
20006389420,2,Spouse,Female,32,literate,No,Diploma,Housewife,Married
20006389420,3,Child,Male,9,literate,Yes,Elemantry,,
20005388616,1,Head,Male,26,literate,No,Diploma,employed,Married
20005388616,2,Spouse,Female,24,literate,No,Diploma,Housewife,Married
20005388616,3,Child,Male,4,,,,,
20005388616,4,Child,Female,2,,,,,
20005388610,1,Head,Male,38,literate,No,Elemantry,employed,Married
20004388217,1,Head,Female,45,illiterate,,,Housewife,Single
20004388217,2,Sibling,Female,42,literate,No,Elemantry,Housewife,Single
20011394611,1,Head,Female,73,illiterate,,,IncomeWOJob,Married
20011394611,2,Child,Male,32,literate,No,Diploma,employed,Single
20011394611,3,Child,Female,30,literate,No,Secondary,IncomeWOJob,Single
20002385820,1,Head,Male,56,literate,No,Elemantry,employed,Married
20002385820,2,Spouse,Female,50,literate,No,Elemantry,Housewife,Married
20002385820,3,Child,Male,18,literate,No,Diploma,employed,Single
20009393008,1,Head,Male,65,illiterate,,,IncomeWOJob,Married
20009393008,2,Spouse,Female,76,illiterate,,,Housewife,Married
20009393008,3,Child,Male,38,literate,No,Diploma,employed,Married
20010393411,1,Head,Male,75,illiterate,,,unemployed,Married
20010393411,2,Spouse,Female,70,illiterate,,,Housewife,Married
20006390623,1,Head,Male,48,literate,No,Secondary,unemployed,Married
20006390623,2,Spouse,Female,45,literate,No,Secondary,Housewife,Married
20006390623,3,Child,Male,26,literate,No,College,employed,Single
20006390623,4,Child,Female,24,literate,Yes,Bachelor,Student,Single
20005388610,2,Spouse,Female,37,literate,No,Elemantry,Housewife,Married
20001384608,1,Head,Male,56,literate,No,Elemantry,employed,Married
20001384608,2,Spouse,Female,50,literate,No,Elemantry,Housewife,Married
20001384608,3,Child,Male,22,literate,No,College,employed,Single
20001384617,1,Head,Male,59,literate,No,Elemantry,employed,Married
20001384617,2,Spouse,Female,65,illiterate,,,Housewife,Married
20013397023,1,Head,Male,60,literate,No,Elemantry,employed,Married
20013397023,2,Spouse,Female,54,illiterate,,,Housewife,Married
20013397023,3,Child,Male,22,literate,No,Diploma,unemployed,Single
20001384623,1,Head,Male,84,illiterate,,,IncomeWOJob,Married
20001384623,2,Spouse,Female,79,illiterate,,,Housewife,Married
20011394608,1,Head,Male,82,literate,No,Other,employed,Married
