Address,code,value
20001384225,31219,550000
20001384225,31238,700000
20001384225,31251,1500000
20001384225,31314,400000
20001384225,31317,590000
20001384225,31321,100000
20001384232,31242,250000
20001384232,31253,900000
20001384232,31312,500000
20001384232,31317,740000
20001384232,31319,200000
20001384232,32212,250000
20001384232,32221,150000
20001384235,31212,1500000
20001384235,31235,1400000
20001384235,31317,550000
20001384235,31322,150000
20003387032,31318,400000
20003387032,32111,2800000
20003387032,32123,1300000
20007391823,31317,300000
20009393027,31222,240000
20003387029,31212,2500000
20003387029,31216,2000000
20003387029,31219,500000
20003387029,31251,3000000
20003387029,31253,2000000
20003387029,31254,1000000
20003387029,31261,200000
20003387029,32111,1000000
20003387029,32131,3500000
20001384220,31216,1200000
20001384220,31233,1400000
20001384220,31317,600000
20001384220,31321,150000
20001384220,32111,1900000
20001384220,32123,350000
20004388232,32123,1000000
20006389419,31236,500000
20006389419,32112,1500000
20006389419,32121,1000000
20011394632,32112,3750000
20007392627,31219,600000
20007392627,31236,600000
20007392627,31242,350000
20007392627,31312,400000
20007392627,32113,300000
20007392627,32123,350000
20007392630,31215,800000
20007392630,31261,400000
20007392632,31261,125000
20002385825,31317,400000
20002385825,32112,1000000
20006390626,31222,300000
20006390626,31318,50000
20006390626,32212,300000
20010394235,31251,4500000
20010394235,32131,1500000
20004388235,31235,2000000
20011395435,31211,10000000
20011395435,31235,2500000
20011395435,31251,4000000
20011395435,32121,2000000
20007391426,31216,1400000
20007391426,31219,400000
20007391426,31242,200000
20007391426,31312,1200000
20007391426,32111,2000000
20007391426,32121,1850000
20007391432,31222,600000
20007392623,31219,400000
20007392623,31236,480000
20007392623,31254,350000
20007392623,31312,450000
20007392623,32221,140000
20004387829,31234,2500000
20012396623,31317,400000
20012396623,32111,1200000
20012396623,32112,2500000
20012396635,31317,400000
20012396635,32131,1100000
20006390629,31222,300000
20006390629,31242,50000
20006390629,32113,400000
20012396621,31251,5000000
20012396621,31317,350000
20012396621,32112,1500000
20012396621,32131,1800000
20001384626,31221,580000
20001384626,31235,1200000
20001384626,31312,80000
20001384626,31317,440000
20001384622,31317,350000
20001384629,31222,240000
20001384629,31252,680000
20001384629,31316,200000
20001384629,31317,500000
20001384629,31319,125000
20001384629,32133,240000
20001384621,31212,1600000
20001384621,31217,890000
20001384621,31236,1200000
20001384621,31317,680000
20001384621,31319,150000
20001384621,32221,150000
20006389427,31235,3000000
20006389427,31236,500000
20012395835,32112,1000000
20012395835,32123,500000
20006390227,31233,600000
20006390227,31251,550000
20001385435,31212,2500000
20001385435,31216,3500000
20001385435,31222,100000
20001385435,31235,2000000
20001385435,31242,200000
20001385435,32111,1500000
20001385435,32121,1300000
20013397024,31242,200000
20013397024,32111,1600000
20013397024,32113,400000
20013397024,32123,700000
20006389832,31117,3600000
20006389832,32123,850000
20005388635,32131,1500000
20010393821,31212,2500000
20010393821,31216,1500000
20010393821,32111,3000000
20006389825,32123,1400000
20007392235,31253,600000
20001384632,31219,730000
20001384632,31242,200000
20001384632,31317,420000
20001384632,31321,110000
20001385023,31217,1000000
20001385023,31242,280000
20001385023,31317,700000
20001385023,31319,100000
20001385023,31322,150000
20001385023,31415,650000
20013397421,31251,5000000
20013397421,31261,400000
20013397432,32112,1500000
20001384635,31317,330000
20001385020,31222,230000
20001385020,31317,300000
20001385029,31234,1900000
20001385029,31317,400000
20001385029,32121,1600000
20004387426,32112,900000
20012396221,31212,2500000
20012396221,31216,1800000
20012396221,31235,1500000
20012396221,32111,1300000
20012396221,32121,1400000
20006389835,31212,1800000
20006389835,31222,400000
20006389835,32111,1400000
20001385035,31212,1400000
20001385035,31219,840000
20001385035,31235,1200000
20001385035,31317,590000
20001385035,31318,125000
20001385035,32111,1950000
20001385035,32221,80000
20007392232,31222,500000
20007392232,31233,15000000
20007392232,31242,500000
20007392232,31318,200000
20007392232,32113,1000000
20007392232,32123,2000000
20001384223,31217,830000
20001384223,31238,650000
20001384223,32111,2500000
20006390632,31212,700000
20006390632,31216,2000000
20006390632,31219,700000
20006390632,31222,300000
20006390632,31234,2600000
20006390632,31235,1200000
20006390632,31239,3600000
20006390632,31312,500000
20006390632,31415,1500000
20006390632,32121,700000
20006390632,32123,400000
20012395832,31317,300000
20010394232,31212,2000000
20010394232,31216,1000000
20010394232,32111,2500000
20011395035,31251,1500000
20011395035,31252,500000
20007391026,31235,1000000
20006389424,31235,1000000
20006389424,31236,1000000
20006389424,31251,500000
20006389424,31252,1000000
20006389424,31254,500000
20006389424,32121,1000000
20006389822,31251,700000
20006389822,31313,2000000
20006389822,31411,350000
20006389822,32113,2800000
20006389822,32133,550000
20007391035,31235,1000000
20007391035,31251,500000
20007391035,31252,300000
20007391035,31261,200000
20007391420,31219,500000
