Address,code,value
20001384220,42111,23000000
20001384220,44111,245000
20001384220,45111,317000
20001384220,45211,396000
20001384225,42111,9000000
20001384225,44111,200000
20001384225,45111,235000
20001384225,45211,368000
20001384232,42111,13000000
20001384232,44111,217000
20001384232,45111,246000
20001384232,45211,335000
20001384235,42111,16000000
20001384235,44111,200000
20001384235,45111,300000
20001384235,45211,410000
20011394626,42111,4000000
20011394626,44111,500000
20011394626,44418,80000
20011394626,45111,400000
20011394626,45211,520000
20001384223,42111,19000000
20001384223,44111,252000
20001384223,45111,313000
20001384223,45211,426000
20004388232,42111,4000000
20004388232,44111,700000
20004388232,44418,120000
20004388232,45111,1900000
20004388232,45211,700000
20011394620,42111,3800000
20011394620,44111,370000
20011394620,44418,70000
20011394620,45111,650000
20011394620,45211,1600000
20011394623,42111,3000000
20011394623,44111,120000
20011394623,44418,70000
20011394623,45111,280000
20011394623,45211,420000
20003387032,42111,2500000
20003387032,44111,850000
20003387032,44418,100000
20003387032,45111,1600000
20003387032,45211,960000
20007391823,42214,4000000
20007391823,44111,150000
20007391823,45111,360000
20007391823,45211,400000
20007391832,42111,3500000
20007391832,44111,300000
20007391832,45111,360000
20007391832,45211,280000
20003387025,42111,2000000
20003387025,44111,400000
20003387025,44418,25000
20003387025,45111,450000
20003387025,45211,200000
20003387029,42111,2500000
20003387029,44111,500000
20003387029,45111,600000
20003387029,45211,500000
20007391826,42111,3000000
20007391826,44111,130000
20007391826,45111,180000
20007391826,45211,220000
20011394635,42111,3000000
20011394635,44111,100000
20011394635,44418,70000
20011394635,45111,220000
20011394635,45211,160000
20011394625,42111,4500000
20011394625,44111,700000
20011394625,44418,70000
20011394625,45111,550000
20011394625,45211,300000
20007391820,42214,3500000
20007391820,44111,500000
20007391820,44418,50000
20007391820,45111,600000
20007391820,45211,550000
20011394632,42111,3800000
20011394632,44111,350000
20011394632,44418,70000
20011394632,45111,460000
20011394632,45211,750000
20009393035,42111,2000000
20009393035,44111,400000
20009393035,45111,250000
20009393035,45211,600000
20009393027,42111,5000000
20009393027,44111,120000
20009393027,45111,200000
20009393027,45211,250000
20009393021,42111,4500000
20009393021,44111,500000
20009393021,45111,2000000
20009393021,45211,600000
20006389428,42213,10000000
20006389428,44111,1000000
20006389428,45111,900000
20006389428,45211,800000
20006389419,42213,10000000
20006389419,44111,180000
20006389419,45111,200000
20006389419,45211,300000
20003386635,42111,2500000
20003386635,44112,500000
20003386635,45111,650000
20003386635,45211,1200000
20003386627,42214,4000000
20003386627,45111,250000
20003386627,45211,400000
20003386632,42214,2500000
20003386632,44111,350000
20003386632,45111,620000
20003386632,45211,200000
20003386632,45212,280000
20003387035,42111,2000000
20003387035,44111,300000
20003387035,44418,40000
20003387035,45111,270000
20003387035,45211,140000
20010393429,42111,3500000
20010393429,44111,380000
20010393429,44418,50000
20010393429,45111,360000
20010393429,45211,220000
20012395826,42111,4000000
20012395826,44111,70000
20012395826,44418,30000
20012395826,45111,220000
20012395826,45211,160000
20002385828,42111,4500000
20002385828,44111,60000
20002385828,45111,200000
20002385828,45211,260000
20002385819,42111,4500000
20002385819,44111,200000
20002385819,45111,350000
20002385819,45211,550000
20002385835,42111,4000000
20002385835,44111,200000
20002385835,44418,100000
20002385835,45111,230000
20002385835,45211,270000
20007392630,42111,3000000
20007392630,44111,150000
20007392630,45111,350000
20007392630,45211,550000
20007392632,42111,2000000
20007392632,44111,150000
20007392632,45111,350000
20007392632,45211,450000
20013397021,42111,5500000
20013397021,44111,100000
20013397021,45111,500000
20013397021,45211,1600000
20013397021,45413,200000
20007392627,42111,2000000
20007392627,44111,150000
20007392627,45111,250000
20007392627,45211,450000
20007392635,42111,2000000
20007392635,44111,400000
20007392635,45111,300000
20007392635,45211,300000
20005388628,42111,5000000
20005388628,44111,200000
20005388628,45111,250000
20005388628,45211,500000
20002385825,42111,4500000
20002385825,44111,100000
20002385825,45111,220000
20002385825,45211,380000
20003386626,42111,3600000
20003386626,44111,270000
20003386626,45111,300000
20003386626,45211,170000
20003386623,42111,4500000
20003386623,45111,150000
20003386623,45211,360000
20009393020,41111,1100000
20009393020,42212,2100000
20009393020,44111,100000
20009393020,44311,20000
20009393020,45111,110000
20009393020,45211,130000
20003386621,42111,4500000
20003386621,44418,40000
20003386621,45111,100000
20003386621,45211,250000
20003387019,42111,2500000
20003387019,44111,220000
20003387019,45111,320000
20003387019,45211,2200000
20003387024,42214,2500000
20003387024,44111,400000
20003387024,44418,30000
20003387024,45111,600000
20003387024,45211,1000000
20006389435,42214,6000000
20006389435,44111,150000
20006389435,45111,160000
20006389435,45211,400000
20006390626,42111,1500000
20006390626,44111,600000
20006390626,45111,1500000
20006390626,45211,1400000
20006390626,45413,300000
20006390622,42111,1500000
20006390622,44111,300000
20006390622,45111,450000
20006390622,45211,1000000
20002385823,42111,4000000
20002385823,44111,800000
20002385823,45111,400000
20002385823,45211,700000
20007391426,42111,3000000
20007391426,44111,150000
20007391426,45111,300000
20007391426,45211,480000
20007391429,42111,3000000
20007391429,44111,150000
20007391429,45111,300000
20007391429,45211,600000
20007391432,42111,1500000
20007391432,44111,200000
20007391432,45111,200000
20007391432,45211,400000
20007391419,42111,2000000
20007391419,44111,120000
20007391419,45111,300000
20007391419,45211,600000
20007391829,42111,4500000
20007391829,44111,200000
20007391829,45111,230000
20007391829,45211,180000
20007391420,42111,2000000
20007391420,44111,100000
20007391420,45111,800000
20007391420,45211,500000
20004388235,42111,4000000
20004388235,44111,520000
20004388235,44418,100000
20004388235,45111,400000
20004388235,45211,300000
20002385832,42111,5000000
20002385832,44111,150000
20002385832,45111,600000
20002385832,45211,476000
20011395435,42214,4000000
20011395435,44418,70000
20011395435,45111,350000
20011395435,45211,280000
20006389424,42213,14000000
20006389424,44111,700000
20006389424,45111,310000
20006389424,45211,100000
20011395432,42111,4000000
20011395432,44418,70000
20011395432,45111,230000
20011395432,45211,350000
20011395428,42111,4000000
20011395428,44418,70000
20011395428,45111,230000
20011395428,45211,340000
20011395420,42111,4000000
20011395420,44418,70000
20011395420,45111,370000
20011395420,45211,600000
20011395426,42111,4500000
20011395426,44418,70000
20011395426,45111,320000
20011395426,45211,1040000
20006390632,42111,1500000
20006390632,44111,1350000
20006390632,45111,500000
20006390632,45211,1200000
20006389432,41111,5000000
20006389432,42212,12000000
20006389432,44111,800000
20006389432,45111,200000
20006389432,45211,300000
20010394235,42111,5000000
20010394235,44111,150000
20010394235,45111,360000
20010394235,45211,270000
20010394226,42111,4000000
20010394226,44111,250000
20010394226,45111,320000
20010394226,45211,260000
20010394225,42111,4000000
20010394225,44111,400000
20010394225,45211,350000
20010394223,42111,4000000
20010394223,44111,500000
20010394223,45111,380000
20010394223,45211,450000
20010394232,42111,4000000
20010394232,44111,165000
20010394232,45111,400000
20010394232,45211,550000
20005389035,42111,2500000
20005389035,44111,150000
20005389035,45111,200000
20005389035,45211,250000
20005389027,42111,4000000
20005389027,44111,440000
20005389027,45111,700000
20005389027,45211,300000
20005389026,42111,5000000
20005389026,44111,500000
20005389026,45111,400000
20005389026,45211,620000
20005389019,42111,4000000
20005389019,44111,400000
20005389019,45111,350000
20005389019,45211,600000
20007392623,42111,2000000
20007392623,44111,200000
20007392623,45111,350000
20007392623,45211,1300000
20004387829,42111,4000000
20004387829,44111,400000
20004387829,45111,1200000
20004387829,45211,1500000
20007391835,42111,3000000
20007391835,44111,320000
20007391835,45111,430000
20007391835,45211,1000000
20012396626,42111,6000000
20012396626,44111,260000
20012396626,44418,100000
20012396626,45111,380000
20012396626,45211,260000
20004387820,42111,5000000
20004387820,44111,150000
20004387820,45111,290000
20004387820,45211,330000
20004387823,42111,5500000
20004387823,44111,300000
20004387823,45111,150000
20004387823,45211,1300000
20004387835,42111,3000000
20004387835,44111,198000
20004387835,44418,75000
20004387835,45111,565000
20004387835,45211,760000
20006390629,42214,2000000
20006390629,44111,200000
20006390629,45111,180000
20006390629,45211,250000
20004387832,42111,3000000
20004387832,44111,700000
20004387832,44418,75000
20004387832,45111,180000
20004387832,45211,1300000
20004387826,42111,4200000
20004387826,44111,200000
20004387826,45111,1500000
20004387826,45211,2500000
20012396629,42111,4000000
20012396629,44111,250000
20012396629,44418,120000
20012396629,45111,1300000
20012396629,45211,2800000
20012396632,42111,4500000
20012396632,44111,270000
20012396632,44418,100000
20012396632,45111,380000
20012396632,45211,320000
20012396623,42111,4400000
20012396623,44111,400000
20012396623,44418,100000
20012396623,45111,700000
20012396623,45211,480000
20012396635,42111,4800000
20012396635,44111,400000
20012396635,44418,120000
20012396635,45111,890000
20012396635,45211,750000
20010393435,42111,3000000
20010393435,45111,330000
20010393435,45211,400000
20010393432,42111,4000000
20010393432,44111,260000
20010393432,44418,50000
20010393432,45111,330000
20010393432,45211,210000
20004388229,42111,5000000
20004388229,44111,200000
20004388229,44418,100000
20004388229,45111,300000
20004388229,45211,350000
20004388220,42111,4000000
20004388220,44111,500000
20004388220,45111,450000
20004388220,45211,500000
20004388223,42214,4000000
20004388223,44111,200000
