Address,member,ISCO_w,ISIC_w,hours_w,days_w,income_w_m,income_w_y,netincome_w_m,netincome_w_y,Fasl,year
20001384225,1,9314,41000,9.0,7.0,50000000,600000000,50000000,600000000,1,1401
20011394620,1,9211,1500,8.0,3.0,22500000,180000000,22500000,180000000,1,1401
20001384220,1,9314,41000,10.0,7.0,48000000,576000000,48000000,576000000,1,1401
20003387029,1,9314,41000,8.0,2.0,0,200000000,0,200000000,1,1401
20001384223,3,9321,22200,8.0,6.0,40000000,480000000,38000000,466000000,1,1401
20007391823,1,9211,1500,8.0,3.0,24000000,250000000,24000000,250000000,1,1401
20007391832,1,9211,1500,8.0,4.0,32000000,190000000,32000000,190000000,1,1401
20006389428,1,2411,22200,8.0,6.0,60000000,735000000,55200000,677400000,1,1401
20006389419,1,5153,21000,8.0,6.0,45000000,555000000,42400000,523800000,1,1401
20003386635,1,9314,41000,8.0,3.0,4000000,80000000,4000000,80000000,1,1401
20003386632,1,9314,41000,8.0,2.0,0,160000000,0,160000000,1,1401
20003387035,1,9314,41000,8.0,3.0,7500000,120000000,7500000,120000000,1,1401
20003387035,3,9211,1130,8.0,4.0,0,335000000,0,335000000,1,1401
20006390620,1,9314,41000,8.0,3.0,0,120000000,0,120000000,1,1401
20009393030,1,8111,5100,8.0,6.0,37000000,459000000,37000000,459000000,1,1401
20003386623,2,5143,96020,8.0,6.0,0,60000000,0,60000000,1,1401
20003387024,1,9314,41000,8.0,2.0,13000000,170000000,13000000,170000000,1,1401
20006390626,1,1115,84110,8.0,6.0,20000000,143000000,9533334,127400008,1,1401
20006389432,1,7212,24100,8.0,6.0,40000000,530000000,39813334,492760008,1,1401
20010394235,1,9314,41000,8.0,3.0,20000000,20000000,20000000,20000000,1,1401
20010394235,1,9314,41000,8.0,4.0,0,60000000,0,60000000,1,1401
20010394226,3,9211,1500,8.0,3.0,20000000,200000000,20000000,200000000,1,1401
20011395435,1,410,84220,8.0,6.0,45000000,555000000,39450000,488400000,1,1401
20010394225,1,9211,1500,8.0,2.0,19000000,228000000,19000000,228000000,1,1401
20006389424,1,5153,20290,10.0,6.0,50000000,612000000,48766667,597200004,1,1401
20009393020,1,9314,41000,10.0,3.0,14000000,70000000,14000000,70000000,1,1401
20011395420,1,9211,1110,8.0,4.0,8000000,140000000,8000000,140000000,1,1401
20010394221,1,8322,49230,7.0,1.0,10000000,160000000,10000000,160000000,1,1401
20011394625,1,9211,1500,8.0,3.0,20000000,170000000,20000000,170000000,1,1401
20007391820,1,9211,1500,8.0,5.0,36000000,165000000,36000000,165000000,1,1401
20011394632,1,9314,41000,8.0,1.0,3900000,26000000,3900000,26000000,1,1401
20011394632,4,9211,1500,8.0,3.0,12000000,60000000,12000000,60000000,1,1401
20011394632,5,9211,1500,8.0,2.0,12000000,50000000,12000000,50000000,1,1401
20002385835,3,9211,1500,8.0,4.0,22500000,112500000,22500000,112500000,1,1401
20007392630,1,7212,25920,8.0,6.0,26200000,314400000,23000000,311000000,1,1401
20007392627,3,9314,41000,8.0,6.0,24000000,288000000,24000000,288000000,1,1401
20007392627,4,2411,25110,4.0,6.0,40000000,480000000,37200000,446400000,1,1401
20007392635,1,9329,35200,8.0,6.0,28660000,371920000,26653800,347845600,1,1401
20011395423,1,6112,1240,8.0,5.0,10000000,90000000,10000000,90000000,1,1401
20012395832,1,9211,1500,8.0,3.0,18000000,96000000,18000000,96000000,1,1401
20012395832,1,7122,43900,8.0,5.0,0,130000000,0,130000000,1,1401
20007392623,1,8131,35200,8.0,6.0,46500000,609000000,43245000,569940000,1,1401
20004387829,3,8322,1110,4.0,5.0,10000000,200000000,10000000,200000000,1,1401
20012396626,1,9314,41000,8.0,4.0,8000000,200000000,8000000,200000000,1,1401
20004387820,1,9314,41000,8.0,3.0,15000000,90000000,15000000,90000000,1,1401
20004387820,1,7212,25920,8.0,6.0,0,30000000,0,20000000,1,1401
20007392622,1,7119,35200,8.0,6.0,46500000,609000000,43245000,569940000,1,1401
20012396629,1,9314,41000,8.0,4.0,28000000,240000000,28000000,240000000,1,1401
20007391429,1,9329,25990,8.0,6.0,27000000,360000000,25110000,337320000,1,1401
20013397832,3,9314,41000,8.0,2.0,0,40000000,0,40000000,1,1401
20005389032,1,9314,41000,5.0,6.0,30000000,360000000,30000000,360000000,1,1401
20012395819,1,7113,43900,8.0,2.0,20000000,140000000,20000000,140000000,1,1401
20010393435,3,9314,41000,8.0,5.0,30000000,180000000,30000000,180000000,1,1401
20001384629,1,9314,41000,9.0,7.0,40000000,480000000,40000000,480000000,1,1401
20001384621,1,9314,41000,10.0,7.0,37000000,444000000,37000000,444000000,1,1401
20006389427,1,3122,27320,10.0,6.0,70000000,855000000,63733334,779800008,1,1401
20006389427,2,3221,86100,10.0,6.0,60000000,735000000,55200000,677400000,1,1401
20010393428,1,4324,10740,10.0,6.0,55000000,720000000,51933334,683200008,1,1401
20012395825,3,7122,43900,8.0,5.0,20000000,150000000,20000000,150000000,1,1401
20012395835,3,9211,1500,8.0,2.0,25000000,144000000,25000000,144000000,1,1401
20012395835,4,9211,1500,8.0,2.0,25000000,144000000,25000000,144000000,1,1401
20013397029,1,8341,84110,8.0,6.0,50000000,630000000,47666667,602000004,1,1401
20013397823,1,9211,1500,8.0,1.0,12000000,72000000,12000000,72000000,1,1401
20012395823,1,9211,1500,8.0,5.0,35700000,142800000,35700000,142800000,1,1401
