Address,code,value
20011394626,31212,1500000
20011394626,31216,600000
20011394626,31312,300000
20011394626,31317,150000
20011394626,32112,800000
20011394623,31317,60000
20011394614,31317,90000
20011394614,31317,320000
20012395829,31317,30000
20009393019,32111,600000
20006389421,31212,700000
20006389421,31216,300000
20006389421,31234,1500000
20006389421,31251,500000
20006389421,31253,1000000
20006389421,31254,500000
20006389421,31312,350000
20006390617,32112,800000
20006390617,32131,800000
20003387016,31312,400000
20013397023,31251,1500000
20013397023,31252,500000
20013397023,31253,1000000
20013397023,31254,500000
20013397023,31269,500000
20012395823,31271,270000
20012395816,32123,500000
20007391821,32133,400000
20011394613,31317,30000
20013397016,32133,300000
20004388214,31314,450000
20004388214,32111,1100000
20003387022,32212,150000
20003387026,32121,1500000
20010393414,31317,50000
20006389413,31117,2100000
20006389424,32212,150000
20006389429,31411,100000
20001384613,31212,850000
20001384613,31222,120000
20001384613,31411,200000
20001384616,31216,580000
20001384616,31242,180000
20001384616,31312,290000
20001384616,31317,240000
20001384616,31321,60000
20001384616,32111,900000
20001384616,32121,800000
20010394220,31222,40000
20010394220,31261,40000
20010394220,31317,180000
20010394223,31317,120000
20010394229,31317,150000
20010394226,31317,50000
20010394217,31235,1300000
20010394217,31251,800000
20010394217,31253,600000
20010394217,31317,150000
20010394216,31317,100000
20001384629,31216,490000
20001384629,31219,350000
20001384629,31221,180000
20001384629,31251,850000
20001384629,31317,230000
20001384629,31415,350000
20001384629,32123,160000
20001385423,31233,800000
20001385423,31234,1000000
20001385423,31235,1500000
20001385423,31238,500000
20001385423,31242,200000
20001385423,31251,1500000
20001385423,31253,1000000
20001385423,31254,1000000
20001385423,32131,500000
20001385426,31121,100000
20001385426,31319,40000
20001385429,31317,60000
20007391826,31317,90000
20001384229,31212,750000
20001384229,31234,950000
20001384229,31317,240000
20001384620,31216,420000
20001384620,31252,450000
20001384620,31317,280000
20001384620,31321,70000
20001384620,31322,60000
20001384620,32111,680000
20001384626,31222,200000
20001384626,31235,650000
20001384626,31317,195000
20001384626,32221,80000
20005389013,31317,400000
20007391415,31222,100000
20007391419,31317,100000
20007391419,32113,1400000
