Address,member,subsidy_number,subsidy_month,subsidy,Fasl,year
20001384026,1,1,7,735000,3,1401
20001384026,2,1,7,3185000,3,1401
20001384027,1,1,7,735000,3,1401
20001384027,2,4,7,12740000,3,1401
20001384031,1,1,7,735000,3,1401
20001384031,2,2,7,6370000,3,1401
20001384035,1,1,7,735000,3,1401
20001384035,2,3,7,9555000,3,1401
20001384038,1,1,7,735000,3,1401
20001384038,2,1,7,3185000,3,1401
20001384041,1,2,5,4550000,3,1401
20001384425,1,1,6,630000,3,1401
20001384425,2,1,6,2730000,3,1401
20001384426,1,4,6,10920000,3,1401
20001384432,1,1,6,630000,3,1401
20001384432,2,4,6,10920000,3,1401
20001384435,1,1,6,630000,3,1401
20001384435,2,4,6,10920000,3,1401
20001384438,1,1,6,630000,3,1401
20001384438,2,1,6,2730000,3,1401
20001384441,1,1,6,630000,3,1401
20001384441,2,3,6,8190000,3,1401
20001384826,1,3,5,6825000,3,1401
20001384828,1,1,5,525000,3,1401
20001384828,2,1,5,2275000,3,1401
20001384833,1,1,5,525000,3,1401
20001384833,2,1,5,2275000,3,1401
20001384834,1,2,5,4550000,3,1401
20001384838,1,1,5,525000,3,1401
20001384838,2,4,5,9100000,3,1401
20001384841,1,1,5,525000,3,1401
20001384841,2,1,5,2275000,3,1401
20001385226,1,1,7,735000,3,1401
20001385226,2,3,7,9555000,3,1401
20001385229,1,1,7,735000,3,1401
20001385229,2,3,7,9555000,3,1401
20001385231,1,1,7,735000,3,1401
20001385231,2,1,7,3185000,3,1401
20001385234,1,1,7,735000,3,1401
20001385234,2,3,7,9555000,3,1401
20001385241,1,1,7,735000,3,1401
20001385241,2,3,7,9555000,3,1401
20001385625,1,1,6,630000,3,1401
20001385625,2,4,6,10920000,3,1401
20001385630,1,1,6,630000,3,1401
20001385630,2,3,6,8190000,3,1401
20001385635,1,1,6,630000,3,1401
20001385635,2,2,6,5460000,3,1401
20001385636,1,1,6,630000,3,1401
20001385636,2,2,6,5460000,3,1401
20001385638,1,1,6,630000,3,1401
20001385638,2,2,6,5460000,3,1401
20001385641,1,2,6,5460000,3,1401
20002386027,1,1,5,525000,3,1401
20002386027,2,1,5,2275000,3,1401
20002386029,1,3,5,6825000,3,1401
20002386032,1,4,5,9100000,3,1401
20002386035,1,1,5,2275000,3,1401
20002386038,1,1,5,2275000,3,1401
20002386041,1,1,5,525000,3,1401
20002386041,2,1,5,2275000,3,1401
20002386428,1,3,7,9555000,3,1401
20002386429,1,1,7,735000,3,1401
20002386429,2,3,7,9555000,3,1401
20002386431,1,1,7,735000,3,1401
20002386431,2,1,7,3185000,3,1401
20002386433,1,1,7,735000,3,1401
20002386433,2,2,7,6370000,3,1401
20002386438,1,1,7,735000,3,1401
20002386438,2,3,7,9555000,3,1401
20002386441,1,2,7,6370000,3,1401
20003386825,1,1,6,2730000,3,1401
20003386829,1,1,6,630000,3,1401
20003386829,2,1,6,2730000,3,1401
20003386835,1,1,6,630000,3,1401
20003386835,2,2,6,5460000,3,1401
20003386836,1,1,6,630000,3,1401
20003386836,2,1,6,2730000,3,1401
20003386838,1,1,6,630000,3,1401
20003386838,2,1,6,2730000,3,1401
20003386841,1,1,6,2730000,3,1401
20004387228,1,1,5,525000,3,1401
20004387228,2,1,5,2275000,3,1401
20004387229,1,4,5,9100000,3,1401
20004387234,1,1,5,525000,3,1401
20004387234,2,2,5,4550000,3,1401
20004387236,1,1,5,525000,3,1401
20004387236,2,1,5,2275000,3,1401
20004387241,1,1,5,2275000,3,1401
20004387626,1,1,7,3185000,3,1401
20004387627,1,4,7,12740000,3,1401
20004387633,1,1,7,735000,3,1401
20004387633,2,1,7,3185000,3,1401
20004387635,1,1,7,3185000,3,1401
20004387638,1,1,7,735000,3,1401
20004387638,2,2,7,6370000,3,1401
20004387641,1,1,7,735000,3,1401
20004387641,2,3,7,9555000,3,1401
20004388026,1,1,6,630000,3,1401
20004388026,2,3,6,8190000,3,1401
20004388030,1,1,6,630000,3,1401
20004388030,2,1,6,2730000,3,1401
20004388035,1,1,6,630000,3,1401
20004388035,2,3,6,8190000,3,1401
20004388036,1,1,6,630000,3,1401
20004388036,2,1,6,2730000,3,1401
20004388038,1,2,6,5460000,3,1401
20004388041,1,1,6,630000,3,1401
20004388041,2,2,6,5460000,3,1401
20004388426,1,1,5,525000,3,1401
20004388426,2,1,5,2275000,3,1401
20004388429,1,1,5,525000,3,1401
20004388432,1,1,5,525000,3,1401
20004388432,2,1,5,2275000,3,1401
20004388435,1,1,5,525000,3,1401
20004388441,1,1,5,2275000,3,1401
20005388825,1,1,7,735000,3,1401
20005388830,1,1,7,735000,3,1401
20005388830,2,1,7,3185000,3,1401
20005388831,1,1,7,3185000,3,1401
20005388836,1,1,7,735000,3,1401
20005388838,1,1,7,3185000,3,1401
20005388841,1,1,7,735000,3,1401
20005388841,2,2,7,6370000,3,1401
20005389227,1,1,6,2730000,3,1401
20005389230,1,1,6,2730000,3,1401
20005389232,1,1,6,630000,3,1401
20005389232,2,1,6,2730000,3,1401
20005389235,1,2,6,5460000,3,1401
20005389238,1,1,6,630000,3,1401
20005389238,2,3,6,8190000,3,1401
20005389241,1,1,6,630000,3,1401
20005389241,2,3,6,8190000,3,1401
20006389628,1,1,5,525000,3,1401
20006389628,2,3,5,6825000,3,1401
20006389629,1,1,5,2275000,3,1401
20006389636,1,1,5,525000,3,1401
20006389636,2,2,5,4550000,3,1401
20006389638,1,4,5,9100000,3,1401
20006389641,1,1,5,525000,3,1401
20006389641,2,3,5,6825000,3,1401
20006390025,1,1,7,735000,3,1401
20006390025,2,4,7,12740000,3,1401
