Address,code,value
20011394629,42111,3000000
20011394629,44111,150000
20011394629,44418,80000
20011394629,45111,160000
20011394629,45211,80000
20011394626,42111,2000000
20011394626,44111,200000
20011394626,44418,80000
20011394626,45111,220000
20011394626,45211,850000
20011394623,42111,1700000
20011394623,44111,130000
20011394623,44418,80000
20011394623,45111,1120000
20011394623,45211,1180000
20006389421,42213,4000000
20009393015,42111,500000
20009393015,44111,170000
20009393015,45111,200000
20009393015,45211,450000
20011394614,42111,2000000
20011394614,44111,300000
20011394614,44418,80000
20011394614,45111,320000
20011394614,45211,400000
20009393019,42111,500000
20009393019,44111,60000
20009393019,45111,45000
20009393019,45211,250000
20012395826,42111,3000000
20012395826,44111,500000
20012395826,44418,30000
20012395826,45111,300000
20012395826,45211,400000
20012395829,42111,3500000
20012395829,44111,300000
20012395829,44418,30000
20012395829,45111,800000
20012395829,45211,900000
20006390620,42111,3000000
20006390620,44111,400000
20006390620,45111,700000
20006390620,45211,700000
20009393026,42111,500000
20009393026,44111,600000
20009393026,45111,300000
20009393026,45211,350000
20007391817,42111,2000000
20007391817,44111,160000
20007391817,44418,50000
20007391817,45111,400000
20007391817,45211,300000
20006389426,42213,3000000
20006389426,44111,200000
20006389426,45111,400000
20006389426,45211,650000
20002385819,42111,2500000
20002385819,44111,240000
20002385819,45111,540000
20002385819,45211,1000000
20002385813,42111,2000000
20002385813,44111,150000
20002385813,45111,600000
20002385813,45211,350000
20002385814,42111,2000000
20002385814,44111,210000
20002385814,45111,350000
20002385814,45211,600000
20004388220,42111,2000000
20004388220,44111,286000
20004388220,44312,1000000
20004388220,44418,40000
20004388220,45111,570000
20004388220,45211,1700000
20004388229,42111,2000000
20004388229,44111,120000
20004388229,44418,100000
20004388229,45111,425000
20004388229,45211,500000
20004388217,42214,800000
20004388217,44111,195000
20004388217,44418,100000
20004388217,45111,400000
20004388217,45211,700000
20004388223,42111,1000000
20004388223,44111,130000
20004388223,44418,40000
20004388223,45111,420000
20004388223,45211,545000
20004388214,42111,1500000
20004388214,44111,240000
20004388214,44311,100000
20004388214,45111,300000
20004388214,45211,900000
20006390617,42111,2000000
20006390617,45111,400000
20006390617,45211,450000
20003387016,42111,3000000
20003387016,44111,70000
20003387016,45111,120000
20003387016,45211,900000
20003387029,42111,5000000
20003387029,44111,400000
20003387029,44418,50000
20003387029,45111,400000
20003387029,45211,1150000
20003387022,42214,2500000
20003387022,44111,250000
20003387022,45111,65000
20003387022,45211,450000
20003387026,42111,5000000
20003387026,44111,180000
20003387026,45111,400000
20003387026,45211,500000
20003387014,42111,2000000
20003387014,44111,200000
20003387014,44418,50000
20003387014,45111,220000
20003387014,45211,400000
20003387019,42111,3000000
20003387019,44111,900000
20003387019,44418,50000
