Address,code,value
20011394629,55221,1000000
20011394629,55224,100000
20011394629,56112,100000
20011394629,56114,280000
20011394629,56116,240000
20011394629,56118,200000
20011394629,56126,300000
20011394629,56135,50000
20011394629,56151,100000
20011394626,54011,300000
20011394626,55224,200000
20011394626,56112,200000
20011394626,56114,150000
20011394626,56115,100000
20011394626,56116,140000
20011394626,56118,220000
20011394626,56151,100000
20011394623,55212,650000
20011394623,55221,400000
20011394623,56112,190000
20011394623,56114,700000
20011394623,56116,320000
20011394623,56118,120000
20011394623,56119,300000
20011394623,56151,40000
20011394614,56112,200000
20011394614,56114,840000
20011394614,56115,540000
20011394614,56116,300000
20011394614,56118,600000
20011394614,56119,200000
20011394614,56133,50000
20011394614,56134,50000
20011394614,56135,60000
20011394614,56151,70000
20012395829,56114,70000
20012395829,56116,80000
20012395829,56118,120000
20012395829,56119,100000
20006389426,56112,280000
20006389426,56116,150000
20006389421,56111,360000
20006389421,56112,260000
20006389421,56114,400000
20009393015,56114,350000
20009393015,56116,120000
20009393015,56134,40000
20002385823,54015,1000000
20002385823,54021,250000
20002385823,56112,300000
20002385823,56114,800000
20002385823,56117,120000
20002385823,56118,600000
20002385823,56119,300000
20002385823,56126,150000
20002385823,56135,160000
20009393017,55221,150000
20009393017,55222,30000
20009393017,56111,120000
20009393017,56114,480000
20009393017,56116,180000
20009393017,56127,150000
20009393017,56135,120000
20009393017,56139,25000
20009393019,56114,250000
20009393019,56116,70000
20009393019,56139,15000
20012395826,56112,100000
20012395826,56114,140000
20012395826,56115,100000
20012395826,56118,130000
20012395826,56151,150000
20009393026,56111,360000
20009393026,56112,260000
20009393026,56114,280000
20009393026,56117,50000
20009393026,56119,120000
20009393026,56134,50000
20009393026,56135,40000
20009393026,56139,50000
20007391817,56112,250000
20007391817,56115,140000
20007391817,56116,140000
20007391817,56117,160000
20007391817,56134,60000
20006390617,54011,300000
20006390617,54012,800000
20006390617,55221,300000
20006390617,56126,80000
20006390617,56139,150000
20006390617,56151,500000
20009393021,55221,150000
20009393021,55224,60000
20009393021,56111,95000
20009393021,56112,240000
20009393021,56114,650000
20009393021,56116,140000
20009393021,56118,65000
20009393021,56119,70000
20009393021,56134,45000
20006390629,55224,80000
20003387016,56112,130000
20003387016,56114,310000
20003387016,56116,250000
20003387016,56119,230000
20003387016,56135,50000
20003387029,56112,120000
20003387029,56115,250000
20003387029,56116,250000
20003387029,56127,70000
20003387029,56135,100000
20003387022,56112,80000
20003387022,56114,210000
20003387022,56115,150000
20003387022,56119,120000
20003387026,56115,250000
20003387026,56118,200000
20003387026,56119,250000
20003387026,56135,200000
20003387014,56112,120000
20003387014,56114,100000
20003387014,56115,80000
20003387014,56135,250000
20003387019,55221,900000
20003387019,56112,80000
20003387019,56115,80000
20003387019,56116,130000
20003387019,56119,240000
20003387019,56135,100000
20006390626,56112,250000
20006390626,56114,300000
20006390626,56115,200000
20006390626,56116,180000
20006390626,56117,40000
20006390626,56118,400000
20006390626,56119,80000
20006390626,56134,50000
20006390626,56135,100000
20006390626,56139,50000
20004388229,56111,380000
20004388229,56112,250000
20004388229,56114,1700000
20004388229,56115,115000
20004388229,56116,120000
20004388229,56118,75000
20004388229,56119,75000
20004388229,56134,50000
20004388229,56137,400000
20004388229,56139,30000
20004388217,56112,120000
20004388217,56114,340000
20004388217,56115,110000
20004388217,56116,60000
20004388217,56118,55000
20004388226,56111,170000
20004388226,56114,325000
20004388226,56115,110000
20004388226,56131,50000
20004388226,56135,35000
20004388226,56139,20000
20007391829,56112,150000
20007391829,56114,200000
20007391829,56116,100000
20007391829,56118,150000
20012395822,56112,50000
20012395822,56114,140000
20012395822,56115,50000
20012395822,56116,150000
20012395822,56118,140000
20012395822,56119,80000
20012395823,55221,40000
20012395823,56112,50000
20012395823,56114,70000
20012395823,56115,100000
20012395823,56116,80000
20012395823,56118,90000
20012395823,56133,40000
20012395823,56134,40000
20012395817,55221,55000
20012395817,56112,30000
20012395817,56114,70000
20012395817,56116,90000
20012395817,56118,90000
20012395817,56137,10000
20010393414,56112,50000
20010393414,56115,100000
20010393414,56116,80000
20010393414,56118,110000
20010393414,56119,80000
20010393414,56151,50000
20010393429,56112,100000
20010393429,56114,150000
20010393429,56118,200000
20010393429,56151,100000
20006389413,56111,340000
20006389413,56112,250000
20006389413,56114,740000
20006389413,56115,110000
20006389413,56116,160000
20006389413,56118,75000
20006389413,56119,150000
20006389416,56115,55000
20006389416,56116,105000
20006389424,55224,58000
20006389424,56112,100000
20006389424,56114,245000
20006389424,56115,55000
20006389424,56116,85000
20006389424,56118,65000
20004388220,56111,140000
20004388220,56112,250000
20004388220,56114,160000
20004388220,56117,50000
20004388220,56118,65000
20004388220,56119,55000
20004388220,56134,50000
20004388220,56151,50000
20006389429,56111,135000
20006389429,56112,270000
20006389429,56114,585000
20006389429,56115,110000
20006389429,56116,450000
20006389429,56119,75000
20004388214,55218,600000
20004388214,55221,1000000
20004388214,55224,50000
20004388214,56111,380000
20004388214,56112,200000
20004388214,56113,150000
20004388214,56114,540000
20004388214,56116,480000
20004388214,56118,150000
20004388214,56119,170000
20004388214,56126,120000
20004388214,56134,50000
20004388214,56135,200000
20004388214,56139,30000
20004388214,56154,110000
20012395816,55221,1400000
20012395816,55224,50000
20012395816,56112,100000
20012395816,56114,140000
20012395816,56115,80000
20012395816,56116,240000
20012395816,56118,120000
20012395816,56119,140000
20012395816,56133,20000
20012395816,56134,20000
20012395816,56135,50000
20012395816,56154,120000
20007391823,56114,60000
20007391823,56116,100000
20007391823,56118,400000
20011394613,56112,50000
20011394613,56118,120000
20011394613,56119,200000
20009393029,56114,480000
20009393029,56116,85000
20009393029,56118,70000
20009393029,56126,120000
20013397016,56114,140000
20013397016,56116,200000
20013397016,56118,80000
20013397016,56151,50000
20013397013,56112,180000
20013397013,56114,180000
20013397013,56115,100000
