Address,code,value
20001384232,22113,320000
20011394623,22111,2250000
20009393027,22111,1800000
20004388232,22111,2100000
20003386635,22113,820000
20003386632,22113,2720000
20003387035,22111,1800000
20007391820,22111,3000000
20011394626,22111,1800000
20009393030,22111,2100000
20007391419,22111,1800000
20007391829,22111,1100000
20004387829,23111,2000000
20004387820,22111,400000
20004387823,22111,900000
20012395835,22111,1500000
20007391420,22111,1800000
20007391435,22113,1050000
20007392622,22113,3510000
20010393428,22111,500000
20012395825,22111,4800000
20012395825,23111,3000000
20005389032,22111,1350000
20011394632,22111,960000
20002385835,22111,1250000
20002385825,22111,1800000
20006389435,23111,2000000
20011395432,22111,300000
20006389432,22111,2400000
20010394226,23111,1400000
20002385832,22111,3300000
20002385828,22111,1800000
20013397029,22113,1800000
20013397819,22111,1125000
20013397823,22111,900000
20001385421,22111,3000000
20006390227,22113,825000
20006389823,22113,3600000
20006389823,23111,10000000
20012396230,22111,520000
20013397835,22113,3000000
20013397429,22111,500000
20004387419,22111,350000
20012396232,22113,3000000
20007392627,22113,255000
20007391023,22111,640000
20007391035,22111,300000
20009393020,22111,560000
20004387432,22111,2250000
20006390622,22113,3600000
20011395420,22111,525000
20002386229,22111,480000
20012396219,22111,3000000
20012396219,23111,500000
20006389835,22113,900000
20012395832,22111,675000
20010394232,22111,400000
20012396235,22113,2500000
20011395020,22111,1800000
20011395023,22111,825000
20102398819,22111,480000
20112404232,22111,1600000
20101398323,22111,650000
20101398326,22111,800000
20101398332,22111,1650000
20110403235,22111,750000
20110403232,22111,1125000
20110403230,22111,900000
20105400621,22111,3000000
20106401035,22111,1680000
20111403632,22111,1350000
20108401920,22111,750000
20112404226,22111,840000
20104399619,22111,1200000
20104399626,22111,1600000
20114405126,22111,1000000
20109402835,22111,3600000
20109402829,22111,600000
20207409929,22111,2400000
20207409935,22111,2400000
20202407520,22111,1800000
20202407520,23111,5000000
20202407526,23111,2500000
20201406320,22113,1200000
20207409920,22111,1800000
20227416319,22111,1350000
20223415120,22111,2400000
20223415126,22111,3825000
20223415132,22111,2400000
20214411532,22113,2520000
20218412732,22111,900000
20225415532,22113,2480000
20215411929,22113,4500000
20215411923,22113,1785000
20202407135,23111,1200000
20225415930,22111,2480000
20214411132,22111,1200000
20222414720,22111,1000000
20222414723,22111,1500000
20216412335,23111,1800000
20202407120,22113,1980000
20202407123,22111,1800000
20202407123,23111,2000000
20225415535,22113,3410000
20201406723,22111,2100000
20201406729,22115,320000
20201406732,22113,2700000
20220413928,22113,3000000
20220413932,22111,210000
20208410320,22111,900000
20206409120,22111,1500000
20207409523,22113,1600000
20210410729,22115,300000
20210410735,22113,280000
20210410732,22113,350000
20205408329,22113,1600000
20206409126,22111,1600000
20206409132,22111,720000
20307420323,22113,1550000
20307420329,22113,2635000
20323426332,22113,1950000
20321425526,22113,852500
20319424335,22113,1860000
20319424326,22113,930000
20306419524,22113,400000
20313422727,22113,2400000
20319424329,22113,1550000
20313422723,22113,1500000
20306419123,22113,600000
20306419130,22113,1750000
20306419130,23111,3000000
20306419520,22113,1050000
20323426326,22113,3100000
20313422720,22113,1800000
20307419925,22113,930000
20303417535,22113,6200000
20307419928,22113,1860000
20305418723,22113,930000
20313422330,22113,775000
20314423523,22111,350000
20305418326,22111,600000
20310420723,22113,1240000
20303417935,22113,3100000
20323426321,22115,1000000
20302416732,22113,2100000
20320425127,22113,1080000
20311421123,22113,1860000
20312421919,22113,525000
20306419126,22113,1800000
20302416735,22113,900000
20303417526,22113,900000
20303417532,22113,4650000
20313422332,22113,2400000
20314423532,22113,3640000
20315427529,22113,500000
20306419135,23111,6000000
20306419135,22113,2400000
20313422325,22113,2250000
20325427124,22113,1050000
20325427130,22113,2400000
20322425926,22113,1395000
20321425529,22113,2170000
20320424728,22113,2000000
20314423121,22113,225000
20316423921,22113,1200000
20307420332,22113,2125000
20307420335,22113,248000
20310420735,22113,1162500
20311421122,22113,1550000
20401428235,22115,500000
20405431835,22111,1395000
20405431823,22111,1240000
20405431832,22111,930000
20417439435,22111,400000
20415438228,22111,1550000
20415438226,22111,2480000
20417439420,22113,3000000
20415438220,22111,2480000
20415438223,22111,2325000
20405431820,22111,372000
20403431029,22111,1860000
20416438635,22111,620000
20416438632,22113,3100000
20416438622,22111,1860000
20417439029,22111,1860000
20408434221,22113,2500000
20404431421,22113,3000000
20408434629,22111,1860000
20403430630,22111,372000
20403430635,22111,2480000
20401429435,22111,1550000
20408434230,22111,2500000
20409435029,22115,600000
20417439026,22111,2170000
20401429420,22111,2325000
20410435829,22113,3000000
20413437420,22111,2500000
20413437420,22113,5000000
20414437832,22111,3100000
20411436226,22111,930000
20401428632,22113,2000000
20408433832,22111,1860000
20411436620,22111,2170000
20411436622,22111,372000
20407433021,22113,5000000
20407433026,22113,1500000
20410435426,22113,1000000
20411436629,22111,930000
20411436632,22111,775000
20408433835,22111,387500
20401429026,22111,3100000
20403430228,22111,2790000
20402429832,22113,2000000
20405432232,22113,3000000
20407433423,22111,3000000
20417439023,22111,248000
20401429432,22111,2480000
20405432220,22113,3000000
20401429422,22111,3720000
20401429422,22115,300000
20416438630,22111,2480000
20511449121,22113,6000000
20507445529,22111,1200000
20507445526,22111,1200000
20501439535,22113,400000
20502441929,23111,300000
20502441126,22113,2500000
20502441920,23111,600000
20505444420,22113,2700000
20510447528,22113,1800000
20510447523,22113,400000
20513450522,22113,3000000
20508446723,22113,2700000
20513450135,22111,2400000
20513450132,22111,2400000
20502441932,22111,750000
20501439935,22111,800000
20505444432,22113,2100000
20505444035,22111,1250000
20503442323,22113,280000
20501439925,22111,575000
20501439925,22115,1000000
20505444022,22113,2925000
20502440735,22115,300000
20502441535,22113,3000000
20502440721,22113,750000
20511448723,22113,3000000
20511448723,23111,5000000
20503442720,22113,2275000
20511448726,22111,1200000
20505444823,22113,3600000
20505444835,22115,300000
20507445535,22113,1950000
20605454021,22113,1500000
20605454024,22113,2700000
20609456432,22113,2400000
20620461223,22113,1500000
20611457629,22113,1500000
20615460026,22111,3000000
20617461620,22113,900000
20617461627,22113,525000
20610456819,22113,3000000
20601451620,22115,1000000
20625462820,22113,1250000
20624462422,22113,2700000
20614459235,22113,3150000
20603452426,22113,3000000
20608456035,22113,4200000
20607454822,22113,3000000
20607455225,22113,1200000
20615460035,22111,1000000
20606454432,22113,2400000
20604453225,22111,3000000
20627463219,22113,3000000
20617461635,22111,450000
20610456830,22113,1800000
20718473722,22113,2635000
20703464123,22111,1860000
20703464120,22113,2400000
20706466520,22113,3000000
20706466126,22113,1000000
20726471726,22115,500000
20709468522,22111,3000000
20709468521,22115,300000
20718473732,22113,2480000
20707467326,22115,3000000
20707467335,22113,1200000
20707467329,22113,3720000
20728476535,22113,2635000
20715472923,22115,500000
20716473335,22111,1550000
20707466920,22111,2400000
20712470535,22111,1350000
20712470535,22115,500000
20712470529,22115,500000
20729477326,22113,1350000
20705465329,22111,3000000
20720474526,22113,12000000
20719474135,22113,2700000
20725475721,22113,2700000
20820489123,22115,250000
20806481921,22113,300000
20815486320,22113,1800000
20804480326,22111,400000
20808483122,22113,120000
20813485923,22113,250000
20802478720,22115,230000
20817487532,22115,220000
20823489926,22113,500000
20808483129,22115,250000
20808483132,22113,240000
20808483135,22113,300000
20812485126,22113,180000
20821488729,22115,250000
20803479523,22113,1500000
20803479529,22113,250000
20818487924,22113,1500000
20806481535,22111,150000
20802478335,22115,210000
20802478323,22115,220000
20802478332,22115,200000
20808482723,22111,100000
20808482726,22115,250000
20808482729,22113,120000
20808482735,22113,100000
20807482323,22111,225000
20916496632,22111,2100000
20914494223,22111,2325000
20914494235,22111,2480000
20918497832,22111,240000
20920499020,22115,20000
20928492623,23111,9000000
20928492635,23111,4500000
20929501020,22111,1550000
20929501035,22111,1395000
20932501829,22111,500000
20935502626,22115,150000
20936504223,23111,5000000
20906491432,22115,50000
20920499423,22111,2170000
20917497020,22111,300000
20922499827,23111,2000000
20932501832,22111,1550000
20920499035,22111,1860000
20933503032,23111,6000000
20905490620,22111,1395000
20905490623,22111,1395000
20906491825,22111,800000
20918497820,22111,1860000
20906491824,22111,1050000
20908493035,23111,6000000
20913493426,23111,3000000
20913493435,23111,4500000
20907492222,22113,3000000
20907492225,23111,9000000
20913493829,23111,8000000
20923500232,22111,1705000
21010509026,22111,256000
21006515428,22113,975000
21006515435,23111,4000000
21012510220,22111,252000
21007513424,22111,1500000
21007513426,22111,1400000
21008507029,22111,2400000
21008507421,22111,1860000
21008507421,23111,5000000
21010509019,22111,240000
21010509032,22111,480000
21011509426,22111,1500000
21011509429,22111,800000
21011509432,22111,1500000
21012509824,22113,2400000
21013514622,22113,70000
21018512229,22111,720000
21021506635,22113,3000000
21001514229,22111,800000
21002504626,22113,1800000
21002504629,22113,3150000
21002505032,22111,900000
21002505029,22111,1395000
21005506220,22113,3000000
21005506226,22113,4000000
21010508624,22113,240000
21017511426,22113,1800000
21017511432,22113,1200000
21019512632,22111,294000
21023515023,22113,1500000
21023515029,22113,500000
21023515032,22111,3000000
21014511025,22113,1800000
21020513823,22111,2400000
21011509435,22111,30000
21114525526,22115,150000
21114525526,23111,400000
21103517926,23111,300000
21105519519,23111,300000
21112524335,23111,500000
21113525135,22115,100000
21106520326,22115,120000
21103517929,23111,300000
21117527135,22111,1500000
21114525935,23111,400000
21114525921,23111,350000
21105519126,23111,300000
21207532723,22115,1500000
21205531429,22113,3500000
21204530429,22111,2400000
21202529129,22111,50000
21203529926,22111,500000
21202529521,22113,4200000
21202529532,22113,2100000
21201528619,22113,810000
21210534623,22111,1500000
21210534620,22111,1050000
21210534632,22111,1800000
21209534235,22113,2550000
21205531832,22113,5580000
