Address,member,subsidy_number,subsidy_month,subsidy,Fasl,year
20001384225,1,1.0,12.0,1960000,1,1401
20001384225,2,2.0,12.0,10920000,1,1401
20001384232,1,1.0,12.0,1960000,1,1401
20001384232,2,2.0,12.0,10920000,1,1401
20001384235,1,1.0,12.0,1960000,1,1401
20001384235,2,1.0,12.0,5460000,1,1401
20011394620,1,1.0,12.0,1610000,1,1401
20011394620,2,3.0,12.0,16380000,1,1401
20011394623,1,1.0,12.0,1610000,1,1401
20011394623,2,2.0,12.0,10920000,1,1401
20003387025,1,2.0,12.0,10920000,1,1401
20001384220,1,1.0,12.0,1960000,1,1401
20001384220,2,2.0,12.0,10920000,1,1401
20003387029,1,1.0,12.0,1610000,1,1401
20003387029,2,3.0,12.0,16380000,1,1401
20011394626,1,1.0,12.0,1610000,1,1401
20011394626,2,1.0,12.0,5460000,1,1401
20001384223,1,1.0,12.0,1960000,1,1401
20001384223,2,2.0,12.0,10920000,1,1401
20003387032,1,1.0,12.0,1610000,1,1401
20003387032,2,2.0,12.0,10920000,1,1401
20007391823,1,1.0,12.0,1610000,1,1401
20007391823,2,2.0,12.0,10920000,1,1401
20007391832,1,1.0,12.0,1610000,1,1401
20007391832,2,2.0,12.0,10920000,1,1401
20009393035,1,1.0,12.0,1610000,1,1401
20009393035,2,1.0,12.0,5460000,1,1401
20009393027,1,2.0,12.0,10920000,1,1401
20009393021,1,1.0,12.0,1610000,1,1401
20009393021,2,1.0,12.0,5460000,1,1401
20004388232,1,2.0,12.0,10920000,1,1401
20006389428,1,5.0,12.0,27300000,1,1401
20009393032,1,2.0,12.0,10920000,1,1401
20009393030,1,1.0,12.0,1610000,1,1401
20009393030,2,3.0,12.0,16380000,1,1401
20013397021,1,1.0,12.0,1610000,1,1401
20013397021,2,2.0,12.0,10920000,1,1401
20002385825,1,1.0,12.0,1610000,1,1401
20002385825,2,2.0,12.0,10920000,1,1401
20003386623,1,2.0,12.0,10920000,1,1401
20003387019,1,1.0,12.0,1610000,1,1401
20003387019,2,2.0,12.0,10920000,1,1401
20003387024,1,1.0,12.0,1610000,1,1401
20003387024,2,3.0,12.0,16380000,1,1401
20006389435,1,1.0,12.0,5460000,1,1401
20006389435,1,1.0,12.0,1610000,1,1401
